ID,AverageMass,meanB,meanG,meanR
1,45.9258,17.410596706059415,38.26758564074499,122.44533187392042
2,45.9232,15.812079037800686,34.769999999999996,117.07896907216494
3,45.9206,16.67812537171405,36.082346344033034,119.85802647453653
4,45.9226,15.549159319253638,35.04982571252819,119.82865149340441
5,45.9219,16.806560104791743,36.59975572194785,123.61000477935319
6,45.9202,17.31927486094153,37.42204246370913,120.58782729616063
7,45.9198,16.19490459035044,36.77437815662007,122.18978504817886
8,45.9147,15.721898729866856,35.3688493887697,117.50779786835562
9,45.9139,16.983158358915215,37.46817387764794,121.24389002900223
10,45.914,16.592793749785837,36.13788849672755,118.65497035945586
11,45.9132,18.31764589905363,44.073836750788644,116.24410488958992
12,45.9132,18.231888930640984,44.07024899630164,117.6076379961632
13,45.9117,17.604020421186984,42.78615587109126,120.15130424377793
14,45.9112,17.760398382802485,42.65750912138842,117.84326989448772
15,45.9095,17.17552708564511,41.333158478765256,115.5246645818622
16,45.9086,18.63093560869134,44.2546879650759,115.11306677249726
17,45.8982,19.223331900089903,44.989661103076266,110.53971387249345
18,45.8975,14.86132968178381,29.030861043552903,103.20468433853134
19,45.8956,17.242312949818015,37.55177127423047,112.32767338065514
20,45.8949,18.35976493187257,39.416513373162516,112.85160103534162
21,19.9164,17.71721420940171,37.78973023504274,113.8182091346154
22,19.9171,17.237041331332694,37.71337471013504,115.75426271995634
23,19.9151,15.686530349610353,34.855401444198186,106.70136555372846
24,19.9152,18.36553210138047,40.11726681761741,112.27722591483456
25,19.9132,15.708694096601073,35.77549194991055,112.03298747763864
26,19.9145,16.81437476323312,39.94758411681648,101.11475014636498
27,19.9125,17.70986142217245,43.01837206047033,103.8252029675252
28,19.9135,19.024616683077788,46.48079898719932,101.93884512589675
29,19.9122,17.61059025948945,41.1316408581762,98.52400014045436
30,19.9123,14.199434381041026,32.38014605856662,110.55022553161024
31,19.9108,13.225276136655534,30.067850721074453,107.99622032219
32,21.8082,16.888778241115332,37.38563515279766,115.05754029999379
