ID,AverageMass,AreaInSquaredPixels,Roundness
586,3.5036,17129.5,0.9153
587,3.5032,16891.5,0.922
588,3.5023,16359.5,0.8959
589,3.5018,16777.0,0.9026
590,4.9498,20006.5,0.9706
591,4.9519,19347.0,0.9681
592,4.9504,18897.0,0.9588
593,4.9499,19293.5,0.9676
594,4.9494,22850.5,0.8965
595,4.9478,22568.0,0.8946
596,4.9486,23031.0,0.9049
597,4.9488,22544.0,0.9209
598,4.9488,22578.0,0.9165
599,4.9482,22143.5,0.9008
600,4.9478,22162.0,0.9266
601,3.5437,14736.0,0.9444
602,3.5452,14408.0,0.942
603,3.543,17922.5,0.88
604,3.5439,18113.5,0.8821
605,3.542,18158.0,0.9056
606,3.5434,18229.0,0.9001
607,3.5431,17945.5,0.9088
608,3.5403,17762.5,0.9066
609,3.5422,16398.0,0.842
610,3.5417,18155.5,0.8586
611,5.0581,19132.0,0.9387
612,5.0584,19280.0,0.9366
613,5.0575,19466.5,0.9612
614,5.0572,19838.5,0.9539
615,5.057,19345.0,0.9454
616,5.0569,21692.5,0.9005
617,5.0553,23335.5,0.8972
618,5.0553,22904.0,0.9008
619,5.0544,23729.0,0.9268
620,5.0522,23684.0,0.9171
621,5.0524,22812.0,0.9062
622,5.0524,22147.0,0.9023
623,5.0514,22453.0,0.8979
624,5.0511,22623.0,0.8969
625,5.0511,22159.0,0.8933
626,5.0517,22436.5,0.9062
627,5.051,22542.5,0.9043
628,5.0498,22560.0,0.9072
629,3.4782,15892.5,0.9608
630,3.4761,15481.5,0.9591
631,3.4779,15478.5,0.9549
632,3.4773,17787.5,0.9061
633,3.4783,16463.0,0.9077
634,3.4778,17219.0,0.8901
635,3.4775,17855.0,0.8726
636,3.4772,17857.0,0.8501
637,3.4762,17517.5,0.9091
638,3.4757,17560.0,0.8822
639,3.4764,17965.5,0.9049
640,3.4759,18065.5,0.9044
641,3.4755,17127.0,0.8373
642,3.4753,16949.5,0.8416
643,3.4746,17363.5,0.9192
644,3.475,17083.5,0.8814
645,3.4745,16697.5,0.8875
646,4.0505,17313.5,0.9542
647,4.0521,17119.0,0.9561
648,4.0509,16906.5,0.9533
649,4.0518,20536.0,0.8937
650,4.0516,19735.0,0.8844
651,4.0513,19308.0,0.902
652,4.0499,20495.5,0.905
653,4.0505,19219.5,0.8924
654,4.0506,20136.0,0.9032
655,2.6977,12920.5,0.9663
656,2.6972,12562.5,0.9534
657,2.6974,14522.5,0.9261
658,2.6972,14954.5,0.9425
659,2.6961,14593.0,0.9281
660,2.697,14366.5,0.9341
661,2.6968,14510.0,0.9368
662,2.697,14682.5,0.9146
663,2.6962,14521.5,0.9349
664,2.6931,13942.0,0.9284
665,6.1317,21897.5,0.9448
666,6.1325,22037.0,0.9492
667,6.1313,23005.0,0.9564
668,6.1306,22191.5,0.9513
669,6.1282,21127.5,0.9268
670,6.1291,22095.5,0.9529
671,6.1286,28322.0,0.8564
672,6.1284,26677.5,0.8308
673,6.1285,27320.5,0.8387
674,6.1281,26396.5,0.857
675,6.1253,26869.5,0.8757
676,6.1248,30552.5,0.9094
677,5.2807,19474.0,0.9532
678,5.2788,19585.0,0.9555
679,5.2788,20369.5,0.9647
680,5.2771,20206.0,0.9637
681,5.2746,23830.5,0.9267
682,5.2698,22774.0,0.9059
683,5.2685,22789.5,0.9183
684,4.639,18208.0,0.9638
685,4.6407,17992.0,0.9458
686,4.6409,18088.5,0.9536
687,4.6359,18176.0,0.9557
688,4.6367,17735.5,0.9485
689,4.6358,17482.0,0.9406
690,4.6346,21686.5,0.8527
691,4.6337,21475.0,0.8776
692,4.6342,21140.0,0.8849
693,4.6342,21689.0,0.9005
694,4.6352,17608.0,0.9435
695,4.6344,22528.0,0.9008
696,4.6328,22866.0,0.8948
697,4.6317,21587.0,0.8904
698,4.6278,22297.5,0.9001
699,4.962,18591.5,0.9533
700,4.9651,19132.0,0.9679
701,4.9661,18997.5,0.9574
702,4.9634,23170.5,0.8896
703,4.9666,23201.0,0.8966
704,4.9637,23443.5,0.9083
705,4.9621,23726.5,0.9253
706,4.9628,23187.0,0.9179
707,3.0221,16782.5,0.9497
708,3.0208,16625.5,0.9413
709,3.0234,16990.5,0.94
710,3.0211,17679.5,0.9357
711,4.5372,18011.0,0.9504
712,4.5397,18147.0,0.9561
713,4.5397,18122.0,0.9583
714,4.5417,17755.5,0.9472
715,4.5405,21008.5,0.8934
716,4.5394,21756.5,0.8926
717,4.5401,21522.0,0.8842
718,4.5416,21267.0,0.8859
719,4.5406,21723.5,0.9163
720,4.5337,22191.0,0.8858
721,4.1058,16162.0,0.951
722,4.1095,17041.5,0.9634
723,4.1097,17089.0,0.9558
724,4.1067,16962.5,0.9618
725,4.1061,20437.5,0.8591
726,4.1086,20104.0,0.8401
727,4.1072,20666.0,0.8745
728,4.1083,21458.0,0.8992
729,4.1066,20794.5,0.8786
730,5.8161,21623.0,0.9565
731,5.8114,21337.0,0.9441
732,5.8163,22226.0,0.9641
733,5.8165,25379.5,0.9191
734,5.8151,25048.0,0.9052
735,5.8188,26220.0,0.9354
736,5.8178,25522.5,0.9234
737,5.8181,25747.0,0.9208
738,5.817,25256.5,0.9229
739,5.3817,21257.0,0.9707
740,5.3816,20196.5,0.9516
741,5.3828,20503.0,0.96
742,5.3823,20886.5,0.9558
743,5.3851,25306.5,0.867
744,5.3829,24301.0,0.8857
745,5.3807,23650.5,0.8918
746,5.3795,23676.0,0.8967
747,5.3801,24152.0,0.9146
748,4.4286,17640.0,0.9496
749,4.4275,17827.5,0.9571
750,4.4269,17852.5,0.9602
751,4.4258,17501.0,0.9452
752,4.4263,19265.0,0.9165
753,4.4261,21430.0,0.8503
754,4.4252,21457.0,0.9014
755,4.4269,20965.0,0.8416
756,4.4268,20757.0,0.8404
757,3.6093,14336.0,0.9223
758,3.6138,13537.5,0.9468
759,3.6105,14052.5,0.9617
760,3.611,17167.5,0.8985
761,3.6109,16510.0,0.8932
762,3.6134,16913.0,0.9068
763,3.6125,18778.0,0.896
764,3.6142,18983.5,0.8764
765,3.6724,15514.0,0.9557
766,3.6706,15483.0,0.9473
767,3.67,14968.5,0.9257
768,3.6713,17586.0,0.8912
769,3.6704,17793.0,0.8891
770,3.6719,18116.5,0.884
771,3.6668,18549.5,0.9147
772,3.6711,18392.0,0.9282
773,3.6694,17929.5,0.9068
774,3.6706,18147.5,0.9036
