ID,AverageMass,AreaInSquaredPixels,Roundness
681,5.2746,24489.0,0.9355
682,5.2698,23977.0,0.9282
683,5.2685,22091.5,0.9004
684,4.639,18265.0,0.953
685,4.6407,18156.5,0.9442
686,4.6409,17760.5,0.9487
687,4.6359,18224.0,0.9515
688,4.6367,17901.5,0.9387
689,4.6358,18185.5,0.9524
690,4.6346,21879.5,0.8727
691,4.6337,21832.0,0.8943
692,4.6342,20987.5,0.881
693,4.6342,21498.5,0.8786
694,4.6352,17837.0,0.9426
695,4.6344,22729.5,0.8816
696,4.6328,22737.5,0.8805
697,4.6317,22524.5,0.9034
698,4.6278,22415.5,0.8954
699,4.962,19019.0,0.9621
700,4.9651,18657.5,0.9491
701,4.9661,19148.0,0.9627
702,4.9634,23717.0,0.902
703,4.9666,23272.0,0.8885
704,4.9637,23709.0,0.9034
705,4.9621,23711.0,0.9081
706,4.9628,23572.0,0.9166
707,3.0221,17052.5,0.9551
708,3.0208,16884.5,0.9577
709,3.0234,17345.0,0.9524
710,3.0211,17619.0,0.9075
711,4.5372,18047.5,0.9507
712,4.5397,18160.5,0.9601
713,4.5397,18238.5,0.9525
714,4.5417,18281.0,0.9522
715,4.5405,21872.0,0.9015
716,4.5394,22207.0,0.9052
717,4.5401,22264.5,0.8977
718,4.5416,21424.0,0.8765
719,4.5406,21544.0,0.8908
720,4.5337,22662.0,0.9071
721,4.1058,16590.0,0.9628
722,4.1095,17314.5,0.966
723,4.1097,17186.5,0.9508
724,4.1067,17147.5,0.9619
725,4.1061,20082.0,0.8649
726,4.1086,20567.5,0.8463
727,4.1072,21864.0,0.8911
728,4.1083,21646.0,0.8978
729,4.1066,21542.0,0.8873
730,5.8161,22303.5,0.9555
731,5.8114,22158.5,0.9578
732,5.8163,22479.0,0.9718
733,5.8165,26100.0,0.923
734,5.8151,26245.0,0.927
735,5.8188,26145.5,0.9269
736,5.8178,26869.0,0.9456
737,5.8181,26453.0,0.9327
738,5.817,25660.0,0.9241
739,5.3817,21180.5,0.9604
740,5.3816,20341.0,0.9475
741,5.3828,20895.5,0.9604
742,5.3823,20938.0,0.9485
743,5.3851,24954.5,0.8544
744,5.3829,24498.5,0.8798
745,5.3807,24863.5,0.9109
746,5.3795,24330.5,0.903
747,5.3801,23785.5,0.8985
748,4.4286,18527.0,0.9637
749,4.4275,17859.5,0.9469
750,4.4269,17947.5,0.9608
751,4.4258,18313.5,0.9698
752,4.4263,19622.5,0.9248
753,4.4261,21870.0,0.839
754,4.4252,22027.5,0.9111
755,4.4269,21944.5,0.861
756,4.4268,21356.0,0.866
757,3.6093,14470.5,0.955
758,3.6138,14114.5,0.9625
759,3.6105,14056.5,0.9502
760,3.611,16862.0,0.895
761,3.6109,17130.5,0.9052
762,3.6134,16859.5,0.9013
763,3.6125,19343.5,0.8949
764,3.6142,18993.5,0.8775
765,3.6724,15727.0,0.9609
766,3.6706,15422.5,0.9438
767,3.67,15455.0,0.9525
768,3.6713,18537.0,0.8977
769,3.6704,18067.5,0.8939
770,3.6719,19035.0,0.9096
771,3.6668,18784.5,0.9154
772,3.6711,18176.5,0.9022
773,3.6694,17892.0,0.9005
774,3.6706,17702.5,0.8941
