ID,AverageMass,AreaInSquaredPixels,Roundness
489,3.5085,16001.5,0.8414
490,3.5084,16057.5,0.8606
491,3.5086,16390.5,0.8682
492,3.5068,18971.5,0.8229
493,3.5077,18222.0,0.8214
494,3.5067,18482.5,0.8163
495,3.5025,18708.5,0.8341
496,3.5012,18236.5,0.8011
497,3.5019,18735.5,0.7921
498,4.9371,19864.5,0.8529
499,4.9335,20287.5,0.8332
500,4.9352,19956.5,0.8291
501,4.9356,23459.0,0.7965
502,4.9353,23940.5,0.7945
503,4.9347,24010.5,0.7913
504,4.935,23648.0,0.7838
505,4.934,24824.0,0.7894
506,4.9338,24926.5,0.7844
507,4.7104,22820.0,0.7873
508,4.7099,18716.0,0.8606
509,4.7085,18531.0,0.8582
510,4.7054,18802.5,0.8648
511,4.7059,22796.0,0.7684
512,4.7049,22799.0,0.7694
513,4.7048,22213.0,0.775
514,4.7034,22075.0,0.7675
515,4.9606,21856.0,0.8266
516,4.9599,21708.0,0.8433
517,4.9559,26944.5,0.778
518,4.9582,25926.5,0.8262
519,4.9565,25482.0,0.7846
520,4.9573,24508.5,0.7644
521,4.9565,26326.0,0.8061
522,5.2013,19486.0,0.8659
523,5.1978,19528.5,0.8763
524,5.1973,19645.0,0.8579
525,5.1964,19451.0,0.8819
526,5.1955,25128.0,0.7805
527,5.1922,25062.0,0.8095
528,5.1942,24566.0,0.7854
529,5.1954,24443.0,0.7933
530,5.195,24637.5,0.8083
531,5.194,24239.0,0.8112
532,5.1947,23790.0,0.8225
533,5.1953,24057.5,0.7813
534,4.3326,17809.5,0.862
535,4.3358,17663.5,0.8605
536,4.3356,17813.0,0.8676
537,4.3349,20926.0,0.8033
538,4.3333,22132.0,0.8413
539,4.3328,20856.5,0.8066
540,6.0109,22682.5,0.8533
541,6.0102,22327.5,0.8429
542,6.0117,22657.5,0.8459
543,6.0104,22464.0,0.8403
544,6.0112,28782.0,0.7773
545,6.0115,29041.0,0.7793
546,6.011,29116.5,0.7823
547,6.0108,28471.5,0.7849
548,6.0111,28095.0,0.771
549,6.0108,28638.5,0.7713
550,6.0096,28690.0,0.7767
551,6.0098,25035.0,0.8092
552,4.5636,18493.5,0.8619
553,4.5625,18331.5,0.8595
554,4.5626,18639.5,0.8602
555,4.5623,18869.5,0.8542
556,4.5608,18858.5,0.8564
557,4.5595,22701.0,0.8106
558,4.5583,22718.0,0.7974
559,4.5537,21781.5,0.7891
560,4.5539,21967.0,0.8115
561,4.5535,22526.0,0.8261
562,4.2228,18389.5,0.8623
563,4.2227,18902.5,0.8499
564,4.2215,18591.5,0.8439
565,4.2209,21083.5,0.7767
566,4.2206,22077.5,0.7984
567,4.2202,22164.0,0.8027
568,4.2199,21360.5,0.7655
569,4.5246,18326.5,0.8554
570,4.5234,18964.0,0.8359
571,4.5242,20454.0,0.8459
572,4.5241,22828.5,0.8398
573,4.5242,22872.0,0.7794
574,4.5229,23078.5,0.8084
