ID,AverageMass,meanB,meanG,meanR,meangray
250,5.8272,35.69446451302164,52.49169160904118,181.5118175250284,0.0
251,5.8271,39.21911072362685,57.891299040976456,189.4844986922406,0.0
252,5.8266,43.67451918652802,65.28673967056226,185.6904389435907,0.0
253,5.8266,42.8114994053609,64.29155612478273,184.58082517610467,0.0
254,5.8253,43.05212110224801,64.3202955039884,184.06549129804208,0.0
255,5.5003,37.79471103327496,51.55754816112084,175.52896672504377,0.0
256,5.5004,35.96440648422521,49.26034512811574,172.8274010807042,0.0
257,5.4969,35.99878349727155,48.96618122414932,171.26950749018107,0.0
258,5.4978,36.52572216525828,49.733550189159565,169.96895661704912,0.0
259,5.497,39.91838970938542,56.28961410195331,166.88785135778943,0.0
260,5.4966,40.32478128379042,56.5011795930404,167.6256266588027,0.0
261,5.4954,39.84639575450838,56.274531964031254,166.87450248145055,0.0
262,4.8996,38.867405647928216,54.093850620216415,165.24249142253893,0.0
263,4.8976,39.75134358537753,54.92571702229553,167.10658223806735,0.0
264,4.9005,38.17154901019156,53.19299930633371,164.5562136492183,0.0
265,4.9,39.471455656203915,54.481830629871496,164.9781967558458,0.0
266,4.9013,38.33400190013723,53.33516309511243,164.2605299271614,0.0
267,4.8997,35.63222725996068,48.468362556674556,166.59118083697788,0.0
268,4.8998,37.01771138759014,50.287384103336244,168.65492511292496,0.0
269,4.8982,37.757981993416095,50.96628723277674,170.44262880260183,0.0
270,4.8991,34.67787979631932,47.72539192494287,163.03953329858467,0.0
271,4.899,39.24636094554596,52.915014394031544,174.2167214045331,0.0
272,4.8985,36.85424133811231,49.032834837061756,160.84423021464178,0.0
273,4.9007,35.33969212943805,46.015848713067946,157.34043697757178,0.0
274,5.1209,45.23726846010195,60.042244990662695,172.9470044920002,0.0
275,5.1205,41.366822192920175,55.725631402779186,166.02642255806876,0.0
276,5.1196,40.513270309893336,54.525959253829434,165.6707446539609,0.0
277,5.1183,39.923971287028614,53.04109796784956,160.31842078657365,0.0
278,5.1191,39.402643747486934,52.81539002814636,159.23994772818656,0.0
279,5.1174,35.37179487179487,47.77463942307692,152.1482872596154,0.0
280,5.1177,36.85552566120107,49.9138027311031,157.32453424031675,0.0
281,5.1165,36.42091464099779,46.50106745570995,160.25839919098095,0.0
282,5.1164,36.89907612712491,47.23762010347376,160.4811899482631,0.0
283,5.1151,37.64182861373311,48.68299093096428,163.85119378123264,0.0
284,5.1148,37.381985143155774,47.79820075404084,162.42215088282504,0.0
285,5.1139,39.26378085897869,49.924059670086045,166.25168150903693,0.0
286,5.1129,36.53566776492222,46.090452838862916,159.48911960769288,0.0
287,5.1132,37.07841773863329,46.50701124116352,159.61158110248385,0.0
288,5.1127,40.268013856812935,53.16462663587375,172.97567359507315,0.0
289,5.1136,41.46087561343174,54.62942926697322,175.7625101433595,0.0
290,5.246,42.57529777317452,58.68612118073537,176.49083376488866,0.0
291,5.244,41.64289762481323,58.126539234375805,176.3197485702509,0.0
292,5.2433,41.72425042721765,58.36575009062192,176.65263321423024,0.0
293,5.2432,40.70759694687772,57.327595922340045,173.60693612007583,0.0
294,5.2417,40.30536429966088,56.20213749871545,173.18384544240058,0.0
295,5.2426,35.44749397219515,50.48207048684143,164.78356333042632,0.0
296,5.2428,33.228605015673985,46.28028996865204,167.62778213166146,0.0
297,5.2432,30.81229037356876,43.30375110836964,163.33551794595013,0.0
298,5.2403,39.0438086192568,52.69298349756619,177.14642447267406,0.0
299,5.241,41.388685764795696,55.356020732050304,182.50407810679417,0.0
300,5.2409,41.5212265099996,55.65562754013923,183.66894692366506,0.0
301,5.2401,40.54054260896184,54.50996823939081,180.61772471587648,0.0
302,5.2374,37.92037921997842,51.208069986126105,176.10420841683367,0.0
303,5.2401,40.94011541254252,54.52856651507624,181.34730767760922,0.0
304,5.2381,39.03088458101861,52.45149761081544,178.1485956256556,0.0
305,5.2374,37.95318249432397,51.2818836608471,176.42386283566898,0.0
306,5.2374,39.88997071162828,53.58545080345128,178.95725480883402,0.0
307,4.4745,41.69531728665208,54.33562363238512,166.90498905908098,0.0
308,4.4748,39.08720879504406,51.5097286449699,164.056190559288,0.0
309,4.4718,37.55443680777481,49.81565468633717,160.19634023552072,0.0
310,4.4731,33.093284742900316,41.81245277987645,145.39549353362074,0.0
311,4.4733,33.66261176066025,46.569506533700135,163.2487964236589,0.0
312,4.8209,37.090070886828926,50.942447826302484,168.0892281762752,0.0
313,4.8197,38.849887248872484,52.82113571135711,170.3752562525625,0.0
314,4.8203,41.967154748771435,57.05977334269381,171.70288837629124,0.0
315,4.82,38.829855783982815,52.134818962872046,172.14590365142683,0.0
316,4.8192,36.31571659358412,49.13539503038695,166.9507269789984,0.0
317,4.8189,40.483001353703344,53.77574937149487,175.59443047766388,0.0
318,4.8173,38.97242582897033,52.16129532674035,170.58107426798526,0.0
319,4.8129,38.48845052747167,51.183418957606186,172.88164241734972,0.0
320,3.0577,38.70984682713348,52.64469365426696,177.86624726477024,0.0
321,3.0572,38.98732531686708,52.58287292817679,176.52058281876285,0.0
322,3.0576,41.22778968188561,55.951266413933304,180.81990000549422,0.0
323,3.0576,38.90405495235985,53.47756481276313,179.76246399290937,0.0
324,4.4068,39.43324068354951,50.60829730286184,145.46824171299156,0.0
325,4.4079,38.17104237067845,49.231037171822194,144.03675591369898,0.0
326,4.4085,36.83277210796249,47.42066000103611,140.80236232709942,0.0
327,4.4115,39.246160232461605,50.15592569530926,146.1777189705272,0.0
328,4.4113,40.21632526381129,51.81460790399338,147.92111524932753,0.0
329,4.4101,38.54189383696079,48.29685523618441,147.9258516159986,0.0
330,4.4088,38.48399090193334,48.612544834222724,147.49300148718396,0.0
331,4.4103,40.69813463806736,50.662181643440654,150.40989908697742,0.0
332,4.4103,40.25954779494067,49.98218043429595,150.78441907320348,0.0
333,4.4059,39.21873027324376,49.51154297051132,148.77563351068628,0.0
334,4.4089,39.67267000842834,50.098922060062996,149.06103890342902,0.0
335,4.4065,42.17361111111111,52.280244883040936,151.19270833333331,0.0
336,4.4064,41.85082337746206,51.60676230453434,150.41565570367638,0.0
337,5.7903,42.70063722850476,58.92716747442111,169.2937084903967,0.0
338,5.7906,47.33417607223476,65.41318284424379,180.80121896162527,0.0
339,5.7876,43.943056943056945,60.68209063663609,173.87848515121243,0.0
340,5.7895,43.915301656062454,60.894048102522454,172.7908036640946,0.0
341,5.7909,44.745243412237606,62.172621706118804,174.85529254131308,0.0
342,5.7901,44.228487870721004,59.38761201304788,176.94120955344755,0.0
343,5.7909,41.72489795918367,56.752504638218916,172.68059369202226,0.0
344,5.7896,41.80750570776255,54.88759275114155,174.62421518264838,0.0
345,5.7893,40.0406015037594,52.680128893662726,169.90401002506266,0.0
346,5.7895,37.04932735426009,49.84087950238681,164.00065094749024,0.0
347,5.7903,40.06075474420954,53.35965798398153,169.45916011256224,0.0
348,5.7898,40.35851803326418,53.62688794264294,172.08144993994978,0.0
349,5.7892,44.11209166607359,60.71069674756245,186.97583801864636,0.0
350,5.79,40.982423580786026,55.54807132459971,181.19297671033482,0.0
351,5.7883,42.01832669322709,57.80134009416878,184.50822165881925,0.0
352,5.7885,42.67119079934282,58.703014501035796,183.4837488392028,0.0
353,3.3274,39.93380484031385,53.556249309315945,177.81837772129515,0.0
354,3.3287,38.57307015614691,52.555201231581265,174.01885858808004,0.0
355,3.3286,37.967845659163984,51.68034150127509,172.80252799645194,0.0
356,3.3282,45.468675904947574,68.82765161494282,197.93340007376574,0.0
357,3.3255,44.50626260481902,67.72959346141599,196.90966988642393,0.0
358,3.7998,42.94477869780187,59.213200691010904,174.04783463394293,0.0
359,3.8015,42.10698703006395,58.392564700257005,172.23327954097184,0.0
360,3.8014,41.46812375128655,57.90421989465399,172.48065629351575,0.0
361,3.8013,44.791286183228884,61.982214264398685,177.4883318412414,0.0
362,3.8006,40.08675961734175,54.23824547119886,173.8510075310401,0.0
363,3.8,39.649252972863096,53.49070027441813,170.14046142900702,0.0
364,3.7995,39.21020366805148,53.448829668659435,170.6119161009221,0.0
365,3.8015,41.98482681107592,56.38694186165321,177.633493409625,0.0
366,3.8008,39.55185222367232,54.38786266439112,178.02022889268144,0.0
367,3.9324,41.188829942284144,55.53699061388678,168.41059872908528,0.0
368,3.9311,42.56279772278378,57.329441152550245,170.25723248518648,0.0
369,3.9324,38.52059288769114,51.91376179038022,161.6446188997598,0.0
370,3.9315,37.82610177745313,50.07148770392014,166.0261991721451,0.0
371,3.9319,38.66592449656128,50.93493642076098,169.5708772450646,0.0
372,3.9312,35.24513772336854,47.03317208016586,160.1044031987363,0.0
373,3.9311,39.85894409580287,53.31147446600265,164.02331740457137,0.0
374,3.9287,35.54623710042789,46.133853511200606,157.9571608356406,0.0
375,3.9304,36.217702257164596,46.72538676134923,158.2805985290388,0.0
376,3.9285,35.71499949016009,46.7540022432956,158.6401040073417,0.0
377,3.9288,37.859930418998644,49.196692381384565,162.57918620481018,0.0
378,3.9293,35.57043256997455,46.3787786259542,157.1269720101781,0.0
379,3.9294,32.94035707278792,44.11511673533451,155.4529134785168,0.0
380,3.9269,35.61335249801745,47.61652458366376,161.86206383822363,0.0
381,3.9274,36.884999751404564,49.385869835429816,164.86371998210112,0.0
382,3.7908,44.511647512978655,72.61738474508586,204.0582597506323,0.0
383,3.7917,38.9548632622356,57.660810691211616,194.95937693601206,0.0
384,3.79,39.39253475356562,58.581467773966416,196.0472558223506,0.0
385,3.7898,42.2734052532833,62.4562851782364,197.92073170731706,0.0
386,3.789,36.42342870015769,54.09164226177067,189.5505744537058,0.0
387,3.7901,39.32807068366164,58.96316145229818,194.04253572808034,0.0
388,3.7899,43.14520718477681,70.5293437666726,199.98212697848123,0.0
389,3.7894,34.17500603136309,53.90759951749095,187.55420989143545,0.0
390,4.9262,33.89224222074728,47.304962323819936,175.59926599773553,0.0
391,4.9259,34.7130945027795,48.51795089561458,177.9107473749228,0.0
392,4.9236,34.03383061200517,47.09189866478719,176.18974901131602,0.0
393,4.926,35.42394822006472,49.04827075291457,179.50902639684952,0.0
394,4.9254,34.649438114256625,48.45271937037472,175.06495947374603,0.0
395,4.9243,39.429296875,54.2032421875,184.46046875,0.0
396,4.9254,38.06246027374041,51.90270774185347,181.69066485868046,0.0
397,4.9251,42.659911523067194,60.5774173161997,191.20092690120075,0.0
398,4.2615,48.290970344430164,68.99481359989362,200.20608182986834,0.0
