ID,AverageMass,AreaInSquaredPixels,Roundness
67,18.5773,28394.5,0.5999
68,18.5766,27272.5,0.5623
69,18.5768,26356.0,0.7384
70,18.5758,26628.0,0.5753
71,18.5758,27333.5,0.6426
72,18.5752,26989.5,0.6934
73,18.5739,28489.5,0.7249
74,30.6497,32520.5,0.8109
75,30.6498,36799.5,0.6359
76,30.648,38228.5,0.6751
77,30.6465,35946.5,0.5515
78,30.6472,37775.0,0.55
79,30.6459,36418.5,0.5707
80,30.6464,39734.0,0.5534
81,30.6446,38230.0,0.6637
82,30.6433,40785.5,0.6142
83,30.6407,41990.5,0.6181
84,30.6416,36389.5,0.6936
85,30.6422,36189.0,0.6753
86,30.6415,36453.5,0.6304
87,30.6407,36504.5,0.6638
88,25.0369,35451.5,0.6036
89,25.0295,36435.0,0.6243
90,25.028,36164.0,0.5887
91,25.0286,34227.5,0.6385
92,25.0272,34267.0,0.6408
93,25.0252,32460.5,0.6489
94,25.0245,32347.5,0.6583
95,25.0236,31680.0,0.6632
96,25.0235,31768.0,0.6504
97,25.0208,32884.0,0.5066
98,34.207,45648.0,0.7641
99,34.2087,46131.0,0.7967
100,34.2088,45428.5,0.7744
101,34.2073,45516.5,0.7906
102,34.205,44800.0,0.7459
103,34.2078,42025.0,0.7311
104,34.206,41932.0,0.7961
105,34.2026,42415.0,0.8854
106,34.2025,45798.0,0.7559
107,34.2021,43110.5,0.8248
108,34.2016,45446.5,0.788
109,34.1988,44375.0,0.7826
110,26.2895,37771.0,0.5239
111,26.283,37925.5,0.6304
112,26.2829,36259.0,0.5793
113,26.2829,37825.0,0.5255
114,26.2822,41509.0,0.6559
115,26.2814,39028.5,0.6442
116,26.2814,38464.5,0.5242
117,26.2808,39617.5,0.5958
118,20.3734,26650.0,0.5198
119,20.374,28116.0,0.6609
120,20.3742,28536.0,0.7035
121,20.3688,26326.5,0.6807
122,20.3667,27689.0,0.5879
123,20.3675,28089.5,0.6438
124,20.3657,28171.0,0.6702
125,20.3657,27009.5,0.7195
126,21.6509,30967.0,0.5216
127,21.6487,30478.5,0.5933
128,21.6485,29247.5,0.7068
129,21.6484,28359.5,0.6958
130,21.6482,29686.0,0.5825
131,21.6472,29933.0,0.7539
132,21.6476,29462.5,0.7648
133,21.6471,29862.0,0.7444
134,21.646,27095.5,0.7366
135,21.6454,29215.5,0.6952
136,18.6725,25868.5,0.7902
137,18.6728,25727.0,0.7788
138,18.6728,25930.0,0.8019
139,18.6718,24887.5,0.7786
140,18.6712,26291.0,0.7101
141,18.6709,27196.5,0.8133
142,18.6691,26313.5,0.8316
143,18.6685,27394.0,0.8528
144,18.6701,26514.0,0.8371
145,18.6691,27901.5,0.8485
146,34.8203,47872.0,0.7987
147,34.8183,47136.5,0.7863
148,34.8198,46691.5,0.7391
149,34.8194,47431.5,0.7515
150,34.8188,46622.0,0.7697
151,34.8177,48841.0,0.7742
152,34.8164,47112.0,0.7169
153,34.8167,48861.5,0.805
154,34.8153,47245.5,0.7492
155,34.8142,48840.5,0.7732
156,34.8153,48273.5,0.7541
157,20.1261,29808.5,0.5482
158,20.1256,28693.5,0.5211
159,20.1262,29282.5,0.5812
160,20.1259,28390.5,0.6014
161,20.1256,28639.5,0.5823
162,20.1253,28543.5,0.5861
163,20.1249,28295.0,0.5811
164,20.1235,29342.0,0.663
165,20.1242,28619.5,0.6847
166,20.123,29303.5,0.655
167,20.1246,28638.5,0.6864
168,36.2287,52166.5,0.781
169,36.2292,49392.5,0.7534
170,36.2272,51874.0,0.733
171,36.2274,52497.5,0.826
172,36.2268,49460.0,0.7863
