ID,AverageMass,hu0,hu1,hu2,hu3,hu4,hu5,hu6
21,10.2444,3.077326704601495,8.905498306051935,11.648303332825575,11.648303332825575,-26.150375286298534,17.912159561871036,25.123848824087805
22,10.2427,2.4892224112411023,7.130904877671933,9.88010965077233,9.88010965077233,-22.646101482555697,14.062031462856087,20.19903051945309
23,10.2425,2.389265441218265,6.538917004671031,9.112418740766666,9.112418740766666,20.706862683374336,14.209216406418763,21.31435561206955
24,10.1629,2.4004509027763627,6.812032273534601,9.460268828929618,9.460268828929618,20.84700624857033,-14.046007312731279,20.613927654729913
25,10.1636,2.5090233392247243,6.935403930066059,10.381986604959458,10.381986604959458,-21.303497656302408,14.531753098649428,-22.028035236068696
26,9.7124,2.4329430942374852,6.4462181105709275,9.622336166715886,9.622336166715886,20.103537668255655,-13.38458428027501,-20.377180740162
27,9.7125,2.4880455803535875,6.865704023040512,9.81451849800341,9.81451849800341,-20.46035963775856,13.708517995776463,20.137963871026272
28,9.8781,2.4701237012328807,6.98698889063475,10.066325873249278,10.066325873249278,-20.653748376052334,13.890700358576295,21.109773082481798
29,9.8802,2.3541584404682707,6.543515995127468,8.955741784345783,8.955741784345783,-19.55295041971563,13.371447847052636,-19.310830914074845
30,9.9806,2.444379869334446,6.7008381257295255,9.831814596724431,9.831814596724431,-21.104165321486338,14.427154407116525,21.415186926479432
32,9.1594,2.3793257663576197,6.068594389288358,9.354541093245926,9.354541093245926,19.06061649833929,12.764015930500573,19.249437866373896
33,9.1617,2.4490484094012297,6.882044344683172,9.061240524966822,9.061240524966822,-20.045527179104308,-13.748146317294815,19.90627727306744
34,10.8762,2.461400682560441,6.627994984118852,9.271527306754633,9.271527306754633,20.01940372491866,13.705418352012005,20.33412216471719
35,10.8735,2.472226565385735,6.48221019172174,9.242234112397561,9.242234112397561,19.6225999950978,13.269580766924589,19.858549791359348
36,10.8766,2.346862221318083,6.096065299224833,9.015086166073965,9.015086166073965,19.042597291709164,-12.762109981807374,19.897144765991538
37,9.9834,2.4502465683319796,6.7626582720333825,9.190857319525513,9.190857319525513,-20.188485754493314,13.39295653651381,19.618159184367055
38,9.9846,2.3582933890905693,6.714560040359484,9.130890955011004,9.130890955011004,-19.652324285053005,13.306640597274576,19.625534403694463
39,9.9304,2.412157066122672,6.500554010758528,9.484864966714838,9.484864966714838,20.690083563531875,14.33433351869001,-21.289567021467295
40,9.9257,2.3597407913555206,6.595509978747917,9.004662831979868,9.004662831979868,-20.890444406740873,14.794527037545521,-20.515184267683132
41,9.6898,2.339259288222066,6.144517900608331,9.010194412320548,9.010194412320548,-19.754106742423335,13.254324441151844,19.63235339058416
