ID,AverageMass,AreaInSquaredPixels,Roundness,stddev,skewness,kurtosis
340,5.7895,21917.0,0.9742,31.28785717751718,4.6538510409586324,21.870506387289176
341,5.7909,22154.5,0.9693,31.77352558393658,4.574434185138496,20.94348445812924
342,5.7901,26399.0,0.8926,34.521452895068755,4.1833794887463585,17.225855495518562
343,5.7909,26677.5,0.896,33.71561964711427,4.187017955627763,17.182425478717693
344,5.7896,27744.0,0.8474,34.57382251333658,4.128430416380608,16.602614831702535
345,5.7893,27651.5,0.8642,33.662736912294456,4.172101994715794,16.99258376141829
346,5.7895,27362.5,0.8546,32.284752365237104,4.231005650791505,17.488276435250594
347,5.7903,27433.0,0.8566,33.55897619775265,4.167188775009016,16.93973610016802
348,5.7898,27192.0,0.8606,33.737845995861974,4.188957228474104,17.114464087952644
349,5.7892,27810.5,0.8726,37.10822022069293,4.1164756712278825,16.527991145222416
350,5.79,27203.5,0.8557,35.33029173720978,4.226291774040965,17.446318850103502
351,5.7883,27326.0,0.873,36.203958686395644,4.19773147248291,17.213075478619977
352,5.7885,27712.0,0.8826,36.32791376911994,4.140866530476738,16.7194340009358
353,3.3274,17876.0,0.9317,28.535598104755746,5.344584361581326,28.725398875817255
354,3.3287,17966.0,0.9356,28.06470524730131,5.368873702127723,29.118314185483023
355,3.3286,17805.5,0.9281,27.808048254743284,5.4310060673821745,29.902382863877683
356,3.3282,18735.0,0.8305,32.98000912388905,5.083648609454648,26.104349043572533
357,3.3255,18610.0,0.8371,32.54081335419969,5.123501782669782,26.547150353897038
358,3.7998,16571.0,0.9564,27.463373996958246,5.441624039237294,30.2180587875362
359,3.8015,16515.5,0.9566,27.09881623317566,5.451487349102723,30.270994170202727
360,3.8014,16309.5,0.9474,26.82725267511214,5.486906516325674,30.606356259889246
361,3.8013,16542.5,0.9548,28.038238190312875,5.382093202214972,29.443062839193317
362,3.8006,19420.5,0.9041,29.089296145537347,5.0726096166050425,25.817932627957692
363,3.8,19436.0,0.9147,28.691598367880967,5.08625798604862,26.021690084305522
364,3.7995,19499.0,0.9105,28.66100670623272,5.078438999172668,25.962993419070564
365,3.8015,19338.5,0.9219,29.68548993491327,5.054095525387475,25.678003246297408
366,3.8008,19680.0,0.8869,29.923434040764526,5.084305252697833,25.943220798110012
367,3.9324,16938.0,0.9408,26.73353584451721,5.423343903661988,30.00689590978552
368,3.9311,16997.0,0.9576,27.13860105160909,5.380221777178232,29.549289274170498
369,3.9324,16855.0,0.9596,25.51579514122989,5.486826330507026,30.70669230495075
370,3.9315,20287.0,0.8717,28.370730851794782,5.0210338471889555,25.384536732117343
371,3.9319,19964.0,0.8776,28.646245554918384,5.049560031031446,25.626418679159492
372,3.9312,20015.5,0.8867,27.10667877880385,5.081292475413986,25.863200420218966
373,3.9311,17155.5,0.958,26.189440874887982,5.4268697660843905,30.095171933827103
374,3.9287,19623.0,0.906,26.526277003271787,5.137571379901879,26.55786671643154
375,3.9304,19476.0,0.9183,26.56185966621619,5.136766732810048,26.530927736100622
376,3.9285,19376.5,0.9122,26.51165474941407,5.159063386606942,26.738138497255584
377,3.9288,19593.0,0.9179,27.43835367602708,5.097276598052432,26.116587719379208
378,3.9293,19401.0,0.9134,26.33419665861659,5.160687729049138,26.826944659466996
379,3.9294,20134.0,0.8828,26.253894706159322,5.106262028208121,26.09816785823015
380,3.9269,19939.5,0.8734,27.338101309043463,5.111729298465974,26.32924028711483
381,3.9274,19875.5,0.8943,27.908433124622405,5.099913244270858,26.197310327298528
382,3.7908,22264.0,0.8625,36.66831834210227,4.627685095774826,21.399901750078584
383,3.7917,22347.0,0.8669,34.46515448124018,4.8032685190560445,22.83278117503678
384,3.79,21902.0,0.8802,34.348237316417986,4.835981556849736,23.145402124586916
385,3.7898,21054.5,0.8387,34.27959742745357,4.861366709107162,23.479004134764207
386,3.789,21942.0,0.8824,33.17098456163083,4.898519764757073,23.74213116235561
387,3.7901,20451.5,0.8153,32.98033368807395,5.005672977723512,24.99586877350315
388,3.7899,22232.5,0.8689,35.89975688336229,4.655018593437396,21.669478664503465
389,3.7894,20473.0,0.8428,31.70479066926157,5.131695945639303,26.313703443988192
390,4.9262,25336.5,0.8304,32.887129680958076,4.594534722647049,20.825365987866913
391,4.9259,25626.5,0.8321,33.37671490600964,4.519896424929908,19.98903788707938
392,4.9236,25261.0,0.8395,32.7384964039155,4.5656502287553895,20.39017828600461
393,4.926,25358.5,0.8394,33.533990815930736,4.5404364372215404,20.22203725946266
394,4.9254,25260.5,0.8412,32.811004292002906,4.5663400850138425,20.578456921293682
395,4.9243,25328.0,0.8477,34.81909202815643,4.4785788568240354,19.79207776753927
396,4.9254,23342.5,0.8911,32.83474776060111,4.689339713942997,21.662416515059586
397,4.9251,23474.5,0.8689,35.02925732783775,4.587364902636644,20.91400888944794
398,4.2615,22305.0,0.8887,36.02824157380396,4.580541367720388,20.862721705377492
399,4.2606,22483.5,0.892,35.798289830273696,4.570421858328941,20.795669003006093
400,4.2604,22412.0,0.8916,35.34411954960367,4.574563864332741,20.746748236579464
401,4.2589,22320.0,0.88,37.53348573057304,4.549468210075895,20.645431113243742
402,4.2602,21977.5,0.8912,34.396842176861576,4.696384224183191,22.056105156635876
403,4.26,19020.0,0.9658,31.59028163021401,5.075587886292239,25.959420019086526
404,4.2597,22168.0,0.9034,34.98008449792595,4.673328079567218,21.75699652417732
405,3.8362,22401.5,0.7731,35.22459792861801,4.610191660561362,21.089594328088154
406,3.837,19921.0,0.9537,35.2736487019948,4.886008277379247,24.105685288754145
407,3.8365,20257.5,0.8412,37.33455785876338,4.646399723712701,21.687483295544403
408,3.8359,19598.0,0.93,33.21568878600488,4.9036801509945,24.189044082781617
409,6.3606,26821.0,0.9212,32.54085599659096,4.334835295518045,18.358900412918196
410,6.3617,29448.0,0.9,30.940920352408842,4.098641675532284,16.401904587375913
411,6.3614,28674.5,0.8895,34.102190214668255,4.115167963853947,16.474321496689843
412,6.3612,28578.0,0.9028,31.041980191021096,4.174385938481655,17.09785080656604
413,6.3611,29867.5,0.8558,34.39422499199273,4.033190716952208,15.87918469380817
414,6.3606,28036.5,0.7993,33.476965650257426,4.235580899923505,17.59874854610395
415,3.8931,17249.0,0.9437,28.93697290175456,5.436182439848404,30.098638118684995
416,3.8898,17127.5,0.9532,29.58793729922765,5.424209886378772,30.01779415429432
417,3.8924,17304.5,0.9544,28.307301829201915,5.458785005953704,30.335297629555285
418,3.8898,20211.5,0.9017,30.654577115850653,5.05802805532078,25.587771276872793
419,3.892,20799.0,0.9044,30.61784905776388,4.970203725219565,24.626011241774428
420,3.8908,20532.5,0.9062,31.358100644445532,4.975144998590354,24.79291731429384
421,3.8905,19540.0,0.8909,31.14361968180754,5.10254636717806,26.145596623833434
422,3.8894,19536.5,0.9345,30.727863766373453,5.107669009696517,26.206911204646737
423,3.8901,17065.0,0.9475,29.523301544576366,5.425448161816303,30.050673010592448
424,4.5957,18841.0,0.9589,32.04612202890955,5.04070269248421,25.712256252769183
425,4.5941,19112.5,0.9661,30.870436875084778,5.068157180807868,25.953102434217282
426,4.5955,18797.0,0.9667,31.34181897937893,5.083971535852978,26.2983826367335
427,4.5936,18778.5,0.967,31.72030264938927,5.053659311029488,25.94615497722879
428,4.5955,18797.5,0.9652,30.367739376753992,5.120460267565574,26.522616056514913
429,4.5965,22043.5,0.858,32.87032935721376,4.731925658607152,22.333952181966005
430,4.5955,21283.0,0.8705,32.767224544099506,4.823372919657008,23.383604960327553
431,4.5946,22435.0,0.8731,35.555348174929016,4.601821366712198,21.117279289723072
432,4.5949,22560.5,0.8777,33.75274760550814,4.652065026161082,21.54209063494009
433,4.5948,21680.5,0.8771,34.60288744888278,4.696556353700049,21.987680153569354
434,4.5927,22522.0,0.88,36.68842663242326,4.525636105848615,20.508595398845983
435,4.5946,22195.0,0.8738,36.603794408593316,4.5559463777003835,20.72303343023003
436,4.5947,21209.0,0.8744,35.10426548090061,4.715553539658212,22.223755680603993
437,5.0973,20506.0,0.9509,34.61574159566537,4.80272198647004,23.17720305621801
438,5.0977,20152.0,0.9607,35.80272112767656,4.792912815560817,23.169033448461253
439,5.0973,20708.0,0.96,34.68681596470019,4.782142695292986,23.071098987578196
440,5.0957,20014.5,0.959,34.04172621434791,4.846596311698687,23.728939894321915
441,5.0964,26383.0,0.8427,40.076119133551806,4.1990321581565695,17.215817946507368
442,5.0955,25677.0,0.7943,39.09534487236476,4.30718629730893,18.177955102003423
443,5.0929,25570.5,0.8012,38.26160300981225,4.319333708421088,18.29699785977143
444,5.0937,25583.0,0.8272,39.41000718173409,4.29096719265849,18.080799593207328
445,5.0928,25549.5,0.8604,38.03052856129807,4.309669476711666,18.2321425841638
446,4.7968,19195.5,0.9806,28.43490755875914,5.061991534373925,25.989793205368915
447,4.7963,23867.5,0.9441,33.92030212919909,4.4416780241311855,19.76646920752374
448,4.7961,22292.5,0.8917,32.31753096677038,4.677644063598361,21.875104426160615
449,4.7959,23380.5,0.9364,32.95802908490521,4.466904414997463,19.8846102229637
450,4.7956,23491.0,0.9339,33.34590297228486,4.509623717002487,20.30121779100339
451,4.7955,22162.5,0.9216,28.56313554271671,4.853598733799017,23.631034554205552
452,3.5331,20236.0,0.8795,29.386560189267495,5.005378713239761,25.46974277396903
453,3.532,15365.5,0.9309,27.276354711487798,5.620549631795552,32.32922166308191
454,3.5312,18581.0,0.8919,31.089226288127634,5.094786290770027,26.33426150498788
455,3.5307,18828.0,0.8574,31.488324632389542,4.997267073637701,25.363152460034442
456,4.7346,20267.5,0.9723,28.681805465860073,4.893658230961857,24.233475565924625
457,4.7324,20459.0,0.9756,28.935580733653087,4.838996292164537,23.635630069947638
458,4.7334,20195.5,0.969,29.53953595319508,4.838857510930674,23.615209472833055
459,4.734,20216.5,0.9696,28.393195761348057,4.912966612707309,24.41226611628354
460,4.7335,22885.0,0.9134,31.60322559680201,4.546304951084282,20.49448802079997
461,4.733,22721.5,0.9185,29.28262553347772,4.624824196273859,21.16822202671805
462,4.733,22225.0,0.9106,29.77139403934055,4.679988459326067,21.80333604948304
463,4.7323,22855.5,0.9308,31.916425677747725,4.52032920915717,20.268543970129205
464,4.7319,22188.5,0.9251,29.47557313092448,4.720346605635138,22.21921785858584
465,4.7304,22079.5,0.9197,27.52592539827113,4.792043881761174,22.87837730476184
466,4.7314,21831.5,0.9123,27.406742703378317,4.841168064577973,23.392243673666403
467,5.1174,20593.0,0.9543,25.613490133516756,5.024499543061569,25.333221765339445
468,5.1177,20560.0,0.9647,25.902625470165315,5.008735389420134,25.179129054698073
469,5.1179,20406.5,0.9576,27.16671216185712,5.106648094770305,26.635696812947607
470,5.1176,20868.5,0.9615,26.618788579646047,5.028189358692589,25.68410153443131
471,5.1174,24007.0,0.9197,31.711802866318557,4.657739424132313,21.59265535021358
472,5.1169,24959.0,0.9077,29.274833173143595,4.549859656195411,20.420153986038088
473,5.1165,24696.0,0.9228,30.050184713467093,4.586403800359277,20.99684309124255
474,3.3835,15264.0,0.9653,23.68727497544338,5.76911019596652,34.27343126506226
475,3.3832,15260.5,0.951,23.306892671398657,5.751847752020685,34.00227261979515
476,3.3832,15277.5,0.9601,23.443881441199913,5.725230076506221,33.590111978177966
477,3.3835,14969.0,0.9651,23.514898462202336,5.799353861624165,34.63367093073958
478,3.3823,18313.0,0.9159,26.255302529658135,5.3497463989614475,29.080332691561132
479,3.3814,17818.0,0.9109,25.278241438108914,5.4451431061097,30.18854239374076
480,3.3798,17784.5,0.9124,25.571417963561565,5.396176779488512,29.480703186224893
481,3.3823,17927.0,0.9179,25.695545030454134,5.352781528899249,28.97318343327469
482,3.3803,17745.5,0.9226,26.873381556098984,5.322448958903752,28.84321909090775
483,3.3823,17640.0,0.9091,26.79411723746023,5.35135633619363,29.16495144820793
484,3.381,17643.5,0.9078,26.640921563833604,5.358080272180623,29.154029027427683
485,3.3815,17579.0,0.9276,27.06947883720028,5.388361413710479,29.54764329433312
486,3.3811,17173.0,0.9148,25.45755288852853,5.4898588560442,30.742242180027105
487,3.3815,17402.5,0.8904,27.183585152387387,5.352326386892166,29.127768329450987
488,3.3805,16754.5,0.92,25.67745588774949,5.533259006518271,31.336015490214045
489,3.5085,16133.0,0.9584,25.560313633722597,5.749278979698861,33.74413193173098
490,3.5084,16104.0,0.9556,25.860753874709186,5.78602000670525,34.34277161427624
491,3.5086,16286.0,0.9692,26.021687280216156,5.727677298537971,33.432773052778316
492,3.5068,18924.0,0.9135,27.95731847425356,5.246985022423163,27.709867253516638
493,3.5077,18268.0,0.8961,26.940588922073704,5.424032344409477,30.01601131807533
494,3.5067,18525.5,0.8891,29.492926775626298,5.239373208837925,27.932159815237696
495,3.5025,18643.0,0.9162,28.98255056485342,5.205487663164662,27.373803316848083
496,3.5012,18384.5,0.8875,28.662684994904666,5.2609122005218305,27.921773907991135
497,3.5019,18685.0,0.9005,29.949073787951736,5.286680236089926,28.03437022804229
498,4.9371,20009.0,0.9492,29.402075954172712,5.169282860509042,27.054289714892278
499,4.9335,20099.0,0.9514,30.07193182826126,5.059341970687604,25.726478347419334
500,4.9352,20053.0,0.9551,29.176204114618294,5.145450738629216,26.769830038223056
501,4.9356,23529.5,0.8818,33.35460685955733,4.606986979605483,21.225933512106362
502,4.9353,24034.0,0.8785,34.11735889526018,4.538472848150455,20.488908800717528
503,4.9347,24074.5,0.882,35.14922437025216,4.436408323110977,19.40823038759231
504,4.935,23712.0,0.8838,34.68429791870365,4.4941895266947,20.009739162329158
505,4.934,25117.0,0.8609,36.744526918084084,4.322312092367638,18.471937172514373
506,4.9338,24879.0,0.872,36.683314864082895,4.352099613427436,18.781122352275876
507,4.7104,22947.0,0.8897,30.76261345946703,4.687927778514364,21.933348898309095
508,4.7099,18645.0,0.9584,27.149457686783528,5.255086526568956,28.146575159296646
509,4.7085,18604.0,0.9621,26.705725743688976,5.229113382386718,27.60527106422502
510,4.7054,18649.0,0.9632,26.07077244660359,5.300758362357389,28.49664205741629
511,4.7059,22737.0,0.8603,30.187160668057818,4.693132491760923,22.124952457250934
512,4.7049,22678.0,0.8485,29.594053740259323,4.741104435002273,22.630719406561195
513,4.7048,22482.0,0.8622,29.4119239360111,4.742327579901648,22.537409898497717
514,4.7034,22122.0,0.8615,28.750423427892194,4.822953690335529,23.371618931866788
515,4.9606,21862.5,0.9387,27.862659708994798,4.943777008325428,24.591754406017344
516,4.9599,21693.5,0.9336,29.27513689646204,4.943823985398343,24.8139566978727
517,4.9559,26941.5,0.8601,31.976228235952913,4.423192908697407,19.12186513182168
518,4.9582,26060.5,0.9016,31.135450415372212,4.4991986217527025,19.775763059210117
519,4.9565,25378.5,0.8709,31.71356165181967,4.562846746149614,20.5504206395616
520,4.9573,24303.5,0.8483,32.86741727689217,4.5791759950226965,20.795098536807952
521,4.9565,26245.0,0.8982,33.02351753766712,4.459720405890079,19.5357696802356
522,5.2013,19673.0,0.9753,27.794099675996858,4.955116128461388,24.969846992836395
523,5.1978,19462.5,0.9784,27.1924808951054,5.030063570846714,25.822714785618142
524,5.1973,19560.0,0.9798,25.931078465367804,5.0523473485521935,25.936713852423665
525,5.1964,19561.0,0.9749,27.110480658749214,5.028244022885329,25.912174542058995
526,5.1955,25082.5,0.8765,30.722357199081017,4.523145390666214,20.3197799334291
527,5.1922,25110.5,0.8883,30.92754206145759,4.485448891116502,19.94559817403582
528,5.1942,24543.5,0.8948,32.06457774548253,4.458954161008446,19.604476787289066
529,5.1954,24524.5,0.8891,32.61490287033325,4.449614363831847,19.63159247380077
530,5.195,24805.0,0.9152,32.96314914202419,4.384558948786239,19.01431834641403
531,5.194,24100.5,0.8888,29.55283021021598,4.59078948145274,20.886209168375423
532,5.1947,23799.5,0.9023,29.33946686155642,4.611451239477639,21.08230274033792
533,5.1953,24260.5,0.8871,28.882545921301634,4.629176084990323,21.543480439171688
534,4.3326,17839.5,0.9757,24.62661925414197,5.415304955254842,29.865027025634518
535,4.3358,17774.0,0.9764,24.91402950249288,5.41929095289927,30.113220862424193
536,4.3356,17732.5,0.9681,23.9965095095543,5.377701445785209,29.545490005205735
537,4.3349,21071.5,0.9019,26.99148123850135,4.994854177665243,24.91943932754803
538,4.3333,22280.5,0.9031,27.198056877867813,4.7593482979304245,22.574022610510134
539,4.3328,20938.5,0.9074,28.630145451994125,4.88713325722882,23.7715431170157
540,6.0109,22700.5,0.9559,29.219498062594155,4.6562672059235455,21.572361787428378
541,6.0102,22524.5,0.9476,29.14314397316423,4.641563146769353,21.446350453036864
542,6.0117,22682.0,0.941,28.583364109925526,4.707828251470658,22.3293836626055
543,6.0104,22604.0,0.9447,29.472164293225795,4.618393348192312,21.242155110653187
544,6.0112,29096.5,0.8528,33.8571588777763,4.124700654363646,16.51488019110187
545,6.0115,29007.0,0.8584,33.275125634113614,4.138802362241771,16.62174506889849
546,6.011,29175.0,0.8585,32.94305002578747,4.111669782821618,16.30912536447292
547,6.0108,28709.5,0.8529,31.93958093967472,4.218909297725179,17.364441791259587
548,6.0111,28109.5,0.8385,34.73582322769548,4.191240621608538,17.19876277833317
549,6.0108,28605.0,0.8532,32.72404657703734,4.19835009793764,17.193643778681135
550,6.0096,28527.0,0.8585,32.8254556359616,4.201946478723366,17.22559582970634
551,6.0098,25217.5,0.8937,31.01886489765795,4.3853532710175855,19.05226280557969
552,4.5636,18609.0,0.9583,31.257010554941534,5.06247241674555,26.005451475499306
553,4.5625,18261.0,0.9586,31.177631776379922,5.094382680850403,26.39340381359172
554,4.5626,18889.5,0.9595,31.391559069695717,5.021544832248467,25.59512623132389
555,4.5623,18696.0,0.9685,30.41041964781169,5.087927076421117,26.259214131969298
556,4.5608,18912.0,0.9631,30.26017231608553,5.076509657835505,26.108903027190813
557,4.5595,22685.5,0.9051,31.955098032282038,4.729899688227961,22.26550692258608
558,4.5583,22697.5,0.8806,31.09109458841686,4.719975921999756,22.138270397385906
559,4.5537,21689.5,0.8776,29.89230432420544,4.904654856573291,23.97454228849212
560,4.5539,22070.0,0.9066,31.867227996026603,4.771216878810576,22.72863110616573
561,4.5535,22608.5,0.914,32.71785428828886,4.632014126366991,21.518930262770283
562,4.2228,18576.5,0.9567,24.32666197175503,5.266521704947221,27.99300549366422
563,4.2227,18890.0,0.9603,23.50670959353828,5.363039960343014,29.232882100023886
564,4.2215,18672.0,0.9639,23.55594744061361,5.392287422859556,29.59933838377718
565,4.2209,21142.5,0.874,26.21271479089164,5.219274557107751,27.930508367788562
566,4.2206,22249.0,0.8873,28.769397005793518,4.89740649077151,24.20514441419205
567,4.2202,22329.0,0.9176,30.09802878245056,4.808352118346786,23.230164072748803
568,4.2199,21420.5,0.8444,27.65730000674375,4.9608399144711095,24.574019404268736
569,4.5246,18483.0,0.9555,27.742691006619342,5.270154538147595,28.229980642577093
570,4.5234,19148.0,0.9485,27.838624210825742,5.238227537971148,27.99830281758142
571,4.5242,20403.5,0.9534,28.561324501780355,5.094395716658483,26.181663614165092
572,4.5241,22875.5,0.9377,30.980159610314796,4.739607347983472,22.223672937209944
573,4.5242,22867.5,0.8769,29.053185659394973,4.799443172904,22.918228486261572
574,4.5229,23032.5,0.8899,30.408104044080847,4.750479748861665,22.505112411671035
575,4.5214,23810.5,0.909,34.017301381740175,4.504753513454861,20.20649006630243
576,4.5221,21914.0,0.8907,31.16451779352451,4.795278842028292,22.973455640696056
577,3.5087,15210.0,0.9645,25.41509636194839,5.7572918949082625,34.09038826494236
578,3.5081,15138.0,0.9721,25.529117690074127,5.789161533556103,34.43929182902263
579,3.5059,14742.5,0.9747,26.18066854913144,5.772047364787807,34.262956880418166
580,3.5017,18288.0,0.9338,31.270037745280273,5.088584075372849,26.349233953910986
581,3.5051,18111.5,0.93,28.895941227597966,5.213759691030431,27.646914870235083
582,3.5048,17684.0,0.875,29.52633748472947,5.237623795923608,27.89693262478597
583,3.5039,18222.5,0.9159,30.781875478749598,5.134128956253108,27.01338152462455
584,3.5046,18187.5,0.9285,30.71112635332681,5.107559565468017,26.45498803796956
585,3.5038,17828.5,0.8849,29.04226120859701,5.281740557857987,28.360321682159324
586,3.5036,17923.5,0.9141,28.196855511970874,5.332988533338574,28.78012853685861
587,3.5032,17953.5,0.9348,28.128813919087218,5.261111599772233,28.087512394639948
588,3.5023,17569.5,0.9221,30.210465131249833,5.187065895121786,27.452099098450024
589,3.5018,17565.5,0.9162,28.929129525339565,5.290202772593405,28.44147332443416
590,4.9498,20392.0,0.9801,29.686318862292353,5.002581730719319,25.19307120716475
591,4.9519,20010.5,0.9785,31.77928900759555,4.948658738430382,24.716396549275
592,4.9504,19876.5,0.9831,30.843003999807028,5.0173941914124836,25.461213333613234
593,4.9499,19816.5,0.9837,30.659835937304017,5.029688541171613,25.678699009541532
594,4.9494,24231.0,0.9108,32.632981751826165,4.514494593746915,20.236146754958124
595,4.9478,24047.5,0.897,33.404311967510836,4.470241441162981,19.830376866152232
596,4.9486,24323.0,0.9042,33.36277213313111,4.44312455625336,19.43650890241466
597,4.9488,23847.0,0.9166,31.403000044995434,4.592209485598473,20.906930273212687
598,4.9488,24093.5,0.9053,31.207393674409897,4.606315363573971,21.063825294135647
599,4.9482,23421.5,0.8995,30.70628293633165,4.657880506098203,21.571972652201726
600,4.9478,23375.0,0.9077,30.051620638861326,4.7482980234231995,22.353146273849568
601,3.5437,15373.5,0.9574,22.79690617257947,5.742698401601394,33.98296739799705
602,3.5452,15291.0,0.9714,23.804303991870725,5.6548650271885235,32.956073851080546
603,3.543,19101.5,0.9048,26.69828326514229,5.102695325834615,26.71950626650052
604,3.5439,18820.5,0.8821,25.327441851658378,5.176289310812793,27.373301361658303
605,3.542,18986.5,0.8958,25.701490740036807,5.0967883739106545,26.32294778901395
606,3.5434,18902.0,0.9072,25.73585962697336,5.144012604675703,26.988062512758884
607,3.5431,18827.0,0.9133,26.39221273776158,5.151977611006515,27.255996088882398
608,3.5403,18424.0,0.898,25.596529122209834,5.204951226431612,27.73048885353581
609,3.5422,18119.5,0.8626,25.59835951881811,5.23837826169967,28.15006079720861
610,3.5417,19119.0,0.8613,27.10337758562251,5.093467561066362,26.31313829460713
611,5.0581,19748.5,0.9496,28.3135990588291,5.064946542836161,25.80645054847101
612,5.0584,20288.5,0.9548,30.501339639770894,4.928449861848468,24.526452387410302
613,5.0575,20255.0,0.9695,30.5848071160876,4.9563313588613385,24.98185620603126
614,5.0572,20461.0,0.9642,30.801505955767542,4.871734868628863,24.01602916045767
615,5.057,20146.0,0.9666,30.925586026302824,4.87074984169956,23.895933282234186
616,5.0569,22499.0,0.9002,32.033458365484414,4.620388140056219,21.351503614626292
617,5.0553,24290.5,0.8892,31.95881676834402,4.5569506845466545,20.429435234834425
618,5.0553,24070.0,0.8982,31.209164386591773,4.603462199928657,20.82274768688832
619,5.0544,24164.0,0.9215,31.080430499373367,4.604070335589091,20.90504612177401
620,5.0522,24229.5,0.9112,30.639679519542568,4.631467222070517,21.25689959188283
621,5.0524,23777.0,0.9077,29.242299758557483,4.709280791317981,21.886729563469206
622,5.0524,23653.0,0.9107,30.399961335224848,4.669105132058627,21.469677710524756
623,5.0514,23463.5,0.9061,31.93627728369249,4.597402584942899,21.03169650544157
624,5.0511,23457.5,0.8881,32.6645384863042,4.594942462170581,21.047629685698514
625,5.0511,23410.5,0.8922,32.971476179916294,4.578626584612313,20.909892829931252
626,5.0517,23453.5,0.9015,32.84155432553556,4.550643658381205,20.679563814617726
627,5.051,23557.0,0.9049,33.752542626000505,4.482674714248616,19.980649507110098
628,5.0498,23168.5,0.8853,33.323247692200525,4.592643955940568,21.06006876253542
629,3.4782,16380.5,0.9612,28.596021880639082,5.580741280168128,31.703743803845285
630,3.4761,16268.0,0.9682,28.876152445417016,5.567774501515052,31.627349431188684
631,3.4779,16416.0,0.9609,27.537857942202393,5.651049609657672,32.60553429055621
632,3.4773,18340.0,0.8904,29.42906614594854,5.317146700210556,28.57971816090249
633,3.4783,17825.0,0.9389,28.89372387038204,5.369545648579692,29.256061075406762
634,3.4778,18552.0,0.8942,28.910961691488005,5.2487776554776895,27.833842616436296
635,3.4775,18904.0,0.8322,30.36605060050511,5.23929586168402,27.647953442554908
636,3.4772,18775.5,0.8283,28.59718464055086,5.317940024727359,28.429281518765727
637,3.4762,18356.0,0.8757,29.18518415449518,5.34292862126332,28.771173902603273
638,3.4757,18283.5,0.8757,28.80763777585846,5.3630909316081175,29.0393373227897
639,3.4764,19012.0,0.8931,30.944741097018532,5.125059352928552,26.50763351269391
640,3.4759,18830.5,0.9051,30.24620015695399,5.192951001931021,27.246759945386778
641,3.4755,18457.5,0.839,27.889098235528124,5.373195453988632,29.057319400542376
642,3.4753,18321.5,0.8431,28.820441861409183,5.3685836960946185,29.046560380151654
643,3.4746,18175.5,0.8821,27.910144044625433,5.3325603288730585,28.718218183462543
644,3.475,18252.0,0.8888,28.37416997493043,5.317527151894411,28.621228596176252
645,3.4745,17847.0,0.8895,28.8178666430002,5.394457424967539,29.501819971699916
646,4.0505,18120.5,0.963,25.145494445720512,5.45541319169109,30.233607718958204
647,4.0521,17836.5,0.9482,24.6245018448137,5.471999135802499,30.161122090002003
648,4.0509,17990.0,0.9544,24.602218997519437,5.47645493759322,30.418302297289785
649,4.0518,21276.0,0.8963,27.253103251660992,5.06013462577396,25.584437255169174
650,4.0516,20867.0,0.8839,29.15696672812007,4.9976932133072935,25.02557425604912
651,4.0513,20474.5,0.8997,27.766347162122553,5.097206432443006,26.081993235510943
652,4.0499,21136.5,0.9024,28.481863929575674,5.027315980210448,25.363542187415188
653,4.0505,20731.0,0.8956,28.49634046269783,5.02136298785768,25.25350097164033
654,4.0506,20922.5,0.8788,27.845618674317112,5.063315128881611,25.740937718650972
655,2.6977,13427.0,0.9729,22.15124082767279,6.396293925444464,41.834033867281924
656,2.6972,13131.5,0.9782,21.906966941986077,6.525092204347461,43.69833884304966
657,2.6974,15345.0,0.9103,25.593619112020477,5.868575040190188,35.0950630010111
658,2.6972,15105.0,0.9058,25.151637183388534,5.9352620232556585,35.87758730309104
659,2.6961,15122.0,0.921,24.942216146067413,5.966970739824462,36.273112367105234
660,2.697,14947.0,0.9309,24.769955065553255,6.024300369947584,37.07573472888789
661,2.6968,15039.5,0.9148,24.67087912281594,5.984549749909767,36.49852557362538
662,2.697,15368.5,0.9158,23.74023251346751,6.004059001119538,36.4675737902226
663,2.6962,15025.5,0.9277,23.918310723167483,6.07647056507435,37.54469792396124
664,2.6931,14682.5,0.9519,22.91872508037685,6.1977821421759955,39.52576339302688
665,6.1317,22966.0,0.9455,27.191144466752363,4.804081117192671,22.959280092769923
666,6.1325,23041.5,0.9382,26.365437394816034,4.85486524359456,23.51621880031219
667,6.1313,23767.0,0.9569,28.999173225116504,4.673033706960243,21.6440865878609
668,6.1306,22716.5,0.9423,28.634034117686568,4.753594554223624,22.36768055196142
669,6.1282,22713.5,0.937,27.56915280943612,4.795649561480454,22.935667075498827
670,6.1291,23306.5,0.9592,27.07711469661521,4.799988103603728,22.980812305055153
671,6.1286,29258.0,0.8302,31.869079979065223,4.225532525088122,17.23661597933924
672,6.1284,28615.5,0.8375,30.282889611456014,4.326906402943836,18.275293615970646
673,6.1285,28966.0,0.8323,30.381682365932587,4.297879172297473,18.008021992987548
674,6.1281,28307.0,0.8743,32.413600358846274,4.28183132745525,17.881496762997806
675,6.1253,27952.5,0.8847,30.9718309336183,4.377497992929835,18.701970877261033
676,6.1248,30728.5,0.8713,31.733422338136073,4.18263302562679,16.794143020183704
677,5.2807,20527.5,0.9587,24.20907299716911,5.251201626328235,27.528075330705235
678,5.2788,20541.5,0.9622,25.171811690973747,5.262736316914804,27.865140167811145
679,5.2788,21386.5,0.9594,25.99566500738245,5.125022420478018,26.341385475830005
