ID,AverageMass,AreaInSquaredPixels,Roundness,stddev,skewness,kurtosis
132,5.5451,21502.0,0.9409,30.75486770691449,4.773129876556043,22.85084127218426
133,5.5457,26937.5,0.8824,33.471576411372524,4.345506803917174,18.506136597773875
134,5.5451,27206.5,0.8948,34.48183695769284,4.27443315711819,17.861151487677063
135,5.5438,27179.5,0.9057,33.723814040822944,4.290861775555302,17.97861119741618
136,5.5442,27331.5,0.8955,34.038317155797074,4.268215094131972,17.73359349007246
137,5.5417,27099.0,0.8937,33.031634975044255,4.32251506973574,18.195491320531982
138,5.5442,26843.5,0.885,33.440871196471676,4.341816282440163,18.412026250994927
139,5.5442,24200.0,0.8178,31.89512991600259,4.553352937886044,20.449580128529394
140,5.5442,27326.5,0.8757,33.47142411609113,4.301376185244298,18.05449512217057
141,5.5445,26941.5,0.8924,33.25832658859874,4.339696592880746,18.372389432709305
142,5.5435,26685.0,0.8994,33.13421787912097,4.367140375366933,18.65117463985173
143,5.516,26754.0,0.9039,33.16286680793567,4.368992785502388,18.673097610830812
144,5.542,26967.0,0.9092,33.626433572122195,4.322016954252172,18.230927687088084
145,4.6638,25635.5,0.8907,32.82563503110482,4.451538937780342,19.394920061398892
146,4.6643,25721.0,0.8943,31.369224734541234,4.488272454389794,19.728102388397048
147,4.6634,24114.0,0.8369,32.925359540852426,4.574560036612922,20.6197113837496
148,4.6628,22185.0,0.8702,32.66536562352962,4.726140128605075,22.34544353347204
149,4.6634,26373.5,0.8734,35.67523885799552,4.186077688125704,17.316207925277244
150,4.6623,26363.0,0.8662,34.969964480735165,4.206336271447738,17.44334544046641
151,4.6623,23327.0,0.8212,29.904133568493382,4.698218061942164,22.003283657287103
152,5.4823,21317.5,0.9661,30.196353173737126,4.768759063712085,22.919708066141247
153,5.4827,21856.5,0.9684,30.107932070345797,4.681230245474618,21.91889627536518
154,5.4814,22048.0,0.9678,29.591664646803093,4.709967333749438,22.218141613968186
155,5.4811,21882.5,0.9659,29.09208691760404,4.764477775855202,22.823065258973184
156,5.4818,21816.0,0.9714,28.9957199203867,4.770906898897321,22.941047381828643
157,5.4823,25507.5,0.8864,31.886712828092467,4.390918225331886,19.035386133780033
158,5.4812,25900.0,0.8868,32.69913133512798,4.3151845083350775,18.344429095609343
159,5.4772,26083.5,0.8978,33.404062643075314,4.310911016810372,18.3363079937594
160,5.4766,25294.5,0.8728,32.61375507100148,4.387471080683321,18.994587357469047
161,5.4763,24942.0,0.8974,32.00629365753864,4.4387973892057895,19.47128878538515
162,5.4772,24725.0,0.9033,31.49309997099884,4.500754956501014,20.104223753337692
163,5.4964,20975.5,0.9461,31.346612303711964,4.78475284146454,23.10421562430736
164,5.4984,20816.0,0.9396,31.06142054915864,4.786215451295239,23.02453893608025
165,5.4969,20779.0,0.9386,30.689168028640644,4.81997492653019,23.43946425009695
166,5.4988,20643.0,0.9509,31.433779002625396,4.868957788529056,24.172792049129363
167,5.498,27441.0,0.8275,33.33592885860542,4.2193804931234755,17.327713958136666
168,5.4983,27220.5,0.8352,32.97685217032671,4.237323208035226,17.48311281352891
169,5.4948,21012.0,0.9558,30.86707277117107,4.828041955997335,23.686542963050453
170,5.495,20874.5,0.9505,31.03744479673126,4.802695880437436,23.282213678512747
171,5.4946,20845.5,0.9558,31.34227719173352,4.7574102605257975,22.759414830708835
172,5.4933,20695.5,0.9568,31.296533777353886,4.818263009317489,23.54284306169291
173,5.4892,20825.0,0.9473,31.492377453562142,4.840277467818732,23.855077423753293
174,5.4924,23972.0,0.8849,34.09845529946344,4.490622277892682,20.041279469130366
175,5.4931,24938.5,0.8989,33.27280035555754,4.3879791526868654,19.05979090728004
176,5.4903,27160.0,0.8422,34.639485649232185,4.209310056069032,17.28050608045334
177,5.4883,26944.0,0.8509,34.37773651940171,4.237448808769949,17.52825463343551
178,5.4899,27033.5,0.8349,34.03346310390211,4.247074772810648,17.583383428470007
179,5.4885,26969.5,0.8375,32.42969652436536,4.307374371968119,18.068816470932827
180,5.4883,26973.5,0.8297,32.766880421483755,4.300645157591464,18.010175178748568
181,5.4875,26924.5,0.8423,32.9268476703442,4.288113544688703,17.935656336588938
182,5.4872,26799.5,0.8494,32.84571976727751,4.28001788210386,17.864412017017038
183,5.4881,24280.5,0.8783,33.32845816124918,4.51577250188308,20.237063267263476
184,5.487,27677.5,0.854,38.53190981794939,4.1976662501055575,17.32392711270133
185,5.6244,22324.0,0.9677,35.218599501687386,4.66291512805124,21.87812679248697
186,5.6269,22344.5,0.9662,35.49852539203033,4.610064450005002,21.238916718573943
187,5.6265,21854.5,0.9677,34.431737515240016,4.704725037653945,22.2134989721344
188,5.6259,28256.5,0.9177,37.503267968463746,4.145133753939268,16.63889073591783
189,5.6236,27712.0,0.9122,37.20173696079293,4.195617637433246,17.136261183443285
190,5.6244,27785.0,0.9084,37.04231484778762,4.2218876319325656,17.469852235575903
191,5.6233,27784.5,0.908,36.82036509259697,4.247580574054137,17.766364016736738
192,5.6232,27777.5,0.9106,37.19104878705726,4.251649860784662,17.749501962358455
193,5.6203,27686.0,0.914,37.17131384728878,4.227831352634373,17.44347297339874
194,5.6215,27911.0,0.9189,44.75183697787518,3.948859729457662,15.168655285623181
195,5.6211,27773.5,0.9264,35.811823215663765,4.2288057659687865,17.350329229593548
196,5.6186,27615.0,0.9155,35.387125055981976,4.2414233476278085,17.489277387621005
197,5.6191,26975.0,0.8922,35.693413662615825,4.319882954477424,18.24036578691664
198,5.6198,26897.0,0.8831,35.88613471875487,4.284420906671244,17.843223560621485
199,5.3548,19464.0,0.9514,28.29572271393919,4.856527402727492,23.70442793275254
200,5.353,19355.0,0.957,27.285360605608837,4.9394774144882145,24.622191215433006
201,5.3539,19664.5,0.9461,28.381051862478206,4.896343995073917,24.27771682137027
202,5.3545,19793.0,0.9461,28.954255646634802,4.863771954343231,23.96675729429229
203,5.3547,19569.0,0.9468,27.46288348629618,4.962692210506857,24.96048997140841
204,5.3531,19597.0,0.9531,27.44667806606654,4.910494013074198,24.28905299616332
205,5.3551,19736.0,0.9418,28.18234572349982,4.83123563165664,23.398258384913937
206,5.3537,27665.0,0.8595,31.837314498200943,4.2283475707008185,17.44398950685328
207,5.355,25719.5,0.8554,32.6216783754337,4.3030162486165775,18.1779997630968
208,5.3547,25904.5,0.8554,33.06949485816872,4.295059710999154,18.08069300309885
209,5.3528,26008.0,0.849,33.18081277723136,4.3088892696798435,18.291057922250523
210,5.3535,25444.0,0.8472,32.394327284559594,4.4064055628662695,19.28212965307043
211,5.3535,25011.0,0.8389,31.632140711544523,4.480493821385722,20.016525015710425
212,5.3536,24921.0,0.841,32.72341684575025,4.419497121257705,19.41541371987257
213,5.3527,25556.0,0.8426,32.99643690176807,4.344480240435358,18.593139732835827
214,5.3494,26018.5,0.8517,32.56399744077713,4.300525783169978,18.07905844966892
215,5.3489,25621.0,0.8591,33.052138476421085,4.338903646530563,18.48008644948779
216,5.3487,25318.0,0.8538,30.957259408524738,4.4447880852497486,19.557433363360982
217,5.3475,25871.5,0.8485,34.04257042245719,4.291578585362581,18.184655712903083
218,4.8107,23503.0,0.8471,33.88383439819329,4.624774273234625,21.205231088846386
219,4.8118,19437.0,0.9332,29.538388345231944,4.965673125490188,24.948698799531254
220,4.8113,19489.5,0.9366,29.840373906805873,4.914306550499229,24.349417371928727
221,4.8112,19599.5,0.9238,29.953120325737633,4.902672852985363,24.240304143055784
222,4.8108,19525.5,0.925,29.3640327812218,4.986730284938349,25.19079386522521
223,4.8101,19707.5,0.9513,29.048707914566577,5.003641584767722,25.455038801972854
224,4.8088,23176.5,0.8644,34.546451749325236,4.544337112499516,20.514495308025293
225,4.8103,22917.5,0.8757,34.99637804431887,4.566890519581611,20.74615001316077
226,4.8098,23201.0,0.8732,35.08874185510272,4.536345274957061,20.44596596571988
227,4.8105,23837.5,0.8926,34.768763536912665,4.486252474331491,19.880940966172076
228,4.8095,23533.0,0.8466,32.2755379394552,4.63274705104357,21.1893831128229
229,4.8092,23588.0,0.8468,32.50949570010637,4.630105692552696,21.190798840836628
230,4.8066,22922.5,0.8382,32.95170545536013,4.709688947378747,22.09763264706078
231,4.8093,23042.5,0.8482,34.11400568511052,4.62029165096125,21.248830419800278
232,4.8088,23642.5,0.8424,34.90772135763582,4.51203906849276,20.13921213601885
233,4.806,23234.0,0.8355,34.204150810096706,4.573895055235451,20.707216354378854
234,4.808,23186.5,0.851,35.78053476119387,4.517750316306583,20.242402535202768
235,4.6951,24254.0,0.8704,31.84963206874488,4.634689340265143,21.193945869809
236,4.6947,24138.0,0.8787,32.48281074857384,4.610482130917452,20.89324037556261
237,4.6949,24355.0,0.8763,32.63557185960812,4.578319280208138,20.572822348265593
238,4.6935,24216.5,0.8652,32.19028158813566,4.621760291933522,21.04545158185259
239,4.6948,24436.0,0.8686,32.14393801408526,4.613153638469534,20.997923768838103
240,4.6925,24064.5,0.8764,32.29693450697895,4.654988874099993,21.4680686466882
241,4.6944,24465.0,0.8792,31.663561905940195,4.6100732868897705,20.948694191748157
242,4.6945,23936.0,0.8243,32.720134327301125,4.6094195588736575,20.933393916230973
243,4.6939,24201.5,0.8591,31.961599083748634,4.597799131455349,20.761279397109554
244,4.6923,24027.5,0.8286,33.16868701169996,4.579777521373621,20.687760065720223
245,5.8265,29434.5,0.8294,38.48069154346987,4.131191014291809,16.55865978390175
246,5.825,29389.0,0.8584,39.57667635197825,4.07970955291532,16.11152164557545
247,5.8247,29212.5,0.855,38.3315490581977,4.119429310496757,16.361017491663468
248,5.8267,29085.5,0.8495,36.638396524588885,4.197477822720672,17.046279180582342
249,5.8279,29273.5,0.8707,36.4590940780782,4.158810115416257,16.734472307961052
250,5.8272,28773.0,0.8666,35.9716064962573,4.178576925044471,16.840387728064034
251,5.8271,28375.0,0.8822,37.48532474089457,4.154864843062145,16.72295408414428
252,5.8266,21495.5,0.9753,32.949262157923314,4.688423762478562,22.021046644646113
253,5.8266,21615.5,0.9795,32.85923555328547,4.720971284401506,22.423595272595314
254,5.8253,21817.5,0.9752,32.95272820900552,4.692495616646921,22.16478652089079
255,5.5003,28262.5,0.8448,34.68399088878763,4.200627788398913,17.19586784006232
256,5.5004,28396.0,0.8415,34.068437390637264,4.2110576012498875,17.20511987786207
257,5.4969,28484.0,0.8479,34.02442200717471,4.226817419363744,17.414002298424524
258,5.4978,27992.0,0.8528,33.491967170255144,4.226962962668737,17.39093333126134
259,5.497,20749.0,0.9439,29.23946555815605,4.81880084022265,23.262685947130016
260,5.4966,20112.0,0.9355,28.94656159765171,4.938610754896265,24.65350240453856
261,5.4954,20113.5,0.931,28.721671881945543,4.9100344644576355,24.26680735546333
262,4.8996,18723.5,0.972,27.462887337236122,5.173487720823223,27.12663123481972
263,4.8976,18571.0,0.9697,27.656551018943038,5.14248312271424,26.629201076162037
264,4.9005,18518.0,0.9659,27.125953767386825,5.196361988233658,27.32078995525341
265,4.9,18765.5,0.9655,27.539255157784815,5.153763231947723,26.933287495299727
266,4.9013,18720.5,0.9748,27.268134965940032,5.189573686550765,27.32916325908792
267,4.8997,24656.0,0.9025,31.009939646019042,4.55021396150445,20.42428797325893
268,4.8998,24965.0,0.9033,31.647008065654408,4.495671903771827,19.95463601345217
269,4.8982,24938.0,0.9089,31.939005704634734,4.481501509760222,19.799228517573255
270,4.8991,24668.0,0.9091,30.332587842074684,4.5239148381821055,20.07210477203653
271,4.899,24399.5,0.9047,32.46708195189913,4.521558367410431,20.20567456567808
272,4.8985,24005.0,0.8668,29.836415136124597,4.5539303955192745,20.5281370268128
273,4.9007,23906.5,0.882,28.995920032213434,4.615986871768119,21.138742504531294
274,5.1209,19575.5,0.9503,29.697458772301268,4.907621264859275,24.304234111805428
275,5.1205,19487.0,0.9566,28.24180190936954,4.948375163135449,24.56188894003681
276,5.1196,19549.5,0.9549,28.183712477855106,4.986511015763364,25.031490833140055
277,5.1183,19552.0,0.9581,27.302735694670577,4.990218735583886,25.156578475256115
278,5.1191,19661.5,0.9537,27.199078029935837,4.981608009093535,25.107849132857762
279,5.1174,19738.0,0.9525,25.93308319754925,5.028546768361295,25.372878049344767
280,5.1177,19474.0,0.958,26.584498637787842,5.045745693120228,25.55483182837804
281,5.1165,26423.0,0.8767,31.060748914811363,4.374427725722324,18.883068380909734
282,5.1164,26775.0,0.8895,31.183745356304897,4.296901695252119,18.085177647560464
283,5.1151,26738.5,0.8438,31.721874330953845,4.286294874827447,17.977240499678686
284,5.1148,26500.0,0.8687,31.352574320150204,4.323504391695307,18.340207888805892
285,5.1139,26342.0,0.8791,32.19599630613709,4.3335678011680905,18.51561343012235
286,5.1129,25827.0,0.894,30.51584055921395,4.432946988736233,19.468267560285316
287,5.1132,25619.0,0.8917,30.4955250678807,4.4543649261098555,19.725528806436216
288,5.1127,25697.5,0.87,33.08042798896902,4.3753105850479,18.908346961670336
289,5.1136,25609.0,0.8754,33.484958829325954,4.3519374629366,18.652334493564286
290,5.246,19086.5,0.9672,29.584109135383933,5.077535409269173,26.169632403687537
291,5.244,19188.5,0.9669,29.57435027867896,5.073551152038491,26.03003433587832
292,5.2433,19093.0,0.9704,29.55162856791994,5.085414852903653,26.17657665557388
293,5.2432,19296.5,0.9706,29.217745521002293,5.067779804524849,25.99217339748656
294,5.2417,19229.5,0.97,29.02121322918171,5.0939742436643,26.25709734026541
295,5.2426,19263.0,0.9632,27.438256582204794,5.1834522841642094,27.153969002397986
296,5.2428,25245.0,0.894,31.347182620891573,4.545467040559293,20.222897984503504
297,5.2432,25659.5,0.8861,30.680055440132794,4.552472891788979,20.251772088800948
298,5.2403,24998.0,0.9124,33.20392177467948,4.463657916907859,19.56115671226386
299,5.241,24645.5,0.8884,34.010207543316916,4.481702613240835,19.810924718427003
300,5.2409,24589.5,0.8922,34.23128790348928,4.486053657766584,19.827269078082953
301,5.2401,25853.5,0.8597,34.45789964878758,4.35806354109948,18.613477916258265
302,5.2374,25682.0,0.8783,33.331958735153314,4.42464272219669,19.171785784121703
303,5.2401,25907.0,0.894,34.59950479881364,4.355078241157369,18.566168133134003
304,5.2381,25457.5,0.897,33.621506263129,4.427024901922289,19.211868536957695
305,5.2374,25271.0,0.8811,33.14550417763381,4.46074954551372,19.501219113902394
306,5.2374,24994.0,0.8808,33.57756648426086,4.456561625933456,19.541431504747166
307,4.4745,22597.0,0.887,30.463937318242287,4.651591656167706,21.779933582206606
308,4.4748,22666.5,0.8872,29.728722706296995,4.682581708414605,22.00028735845537
309,4.4718,22598.0,0.9058,28.906685531873084,4.671589135561032,21.68743883966982
310,4.4731,22249.5,0.9158,25.972932602989502,4.823819170990249,23.282336721549818
311,4.4733,22996.5,0.85,29.402602618191004,4.773579714867075,22.682423072766017
312,4.8209,19945.0,0.9534,28.473991985306903,5.07453940549687,25.886056787579328
313,4.8197,19278.0,0.9388,28.420290839048956,5.100319225586197,26.105703463203955
314,4.8203,19704.0,0.9489,29.292882141564913,4.9760088825999595,24.976162357732843
315,4.82,25793.0,0.8242,32.810856870154815,4.3663471537273715,18.681352042105914
316,4.8192,25709.0,0.8299,31.75406785189181,4.43108669779109,19.306223607887745
317,4.8189,25564.5,0.8275,33.36834710229553,4.380641956697008,18.909435387440695
318,4.8173,25502.0,0.8184,32.39878777344168,4.377787688347123,18.77336868757548
319,4.8129,25219.5,0.8542,32.56204721644076,4.463465775168514,19.643709777741886
320,3.0577,18053.0,0.8798,28.591852617799297,5.383278730034895,29.33315009374168
321,3.0572,18228.0,0.8868,28.552818982977747,5.336234213249814,28.746848901288697
322,3.0576,17964.5,0.8785,29.258272754746844,5.358438502980278,29.172118117899842
323,3.0576,17819.0,0.8652,28.743987338413284,5.431171698736312,29.930114537956307
324,4.4068,19195.0,0.9563,24.9037259231647,4.981950158111244,25.238485237262488
325,4.4079,19012.0,0.9611,24.429931309260418,5.051549782855104,26.04895951183234
326,4.4085,19070.5,0.9515,23.86501815766512,5.047942921883059,25.91113052507897
327,4.4115,19044.0,0.955,24.8257190192219,5.016974719505357,25.610558587834607
328,4.4113,19113.0,0.9624,25.166295308665582,4.95144569975284,24.844546849210722
329,4.4101,22672.0,0.8994,27.04789397014341,4.6000790462734935,21.228268529584938
330,4.4088,22609.0,0.9016,27.050541435669345,4.625783623210696,21.555239232424164
331,4.4103,22638.5,0.9196,27.712544168553368,4.542160301771008,20.575964622103427
332,4.4103,22082.0,0.935,27.325391819811347,4.608656149026631,21.232316000601475
333,4.4059,21936.0,0.94,26.92115141147652,4.653263762577644,21.705818375664943
334,4.4089,22293.5,0.9286,27.286156581437943,4.633052128222654,21.614558673106732
335,4.4065,21622.5,0.8685,27.33503071966209,4.621718158425662,21.48793930116699
336,4.4064,21431.5,0.8801,27.021707612304887,4.654003014712024,21.818973986879396
337,5.7903,22035.5,0.9633,30.612164874588817,4.607122216959305,21.21233816475865
338,5.7906,21899.0,0.9617,32.64687295194101,4.550385855421249,20.696585461122456
339,5.7876,21788.0,0.9704,31.260449658753206,4.66231808578842,21.898748920864435
