ID,AverageMass,AreaInSquaredPixels,Roundness,hu0,hu1,hu2,hu3,hu4,hu5,hu6,meanB,meanG,meanR
1,45.9258,52830.5,0.6162,2.5091932642119676,5.578241296502551,9.66270386704982,9.66270386704982,19.221903688489473,12.345367705063026,19.33059823487977,17.86460736322887,38.51715148446145,122.29796132710666
2,45.9232,51881.5,0.6979,2.4927840284991967,5.732087823132041,9.728229630902218,9.728229630902218,19.9858274118303,-13.736656168269894,-20.576714817354055,14.66843121142049,32.45800447187876,118.22267662965582
3,45.9206,52551.0,0.6719,2.5100015252722176,5.864896099316273,9.287381214158088,9.287381214158088,-20.42342346569416,-13.107649944092596,-19.772815675953087,15.977942563870336,34.38693912977848,119.44284689988302
4,45.9226,53041.0,0.7002,2.4550673047737224,5.481527650099523,8.862902481549037,8.862902481549037,18.011857552082002,11.715370545640068,18.0810161097653,15.35931569598953,34.29417593717865,117.55262223053192
5,45.9219,52261.0,0.7051,2.496296181026,5.604313805843896,9.500413752313577,9.500413752313577,20.347670997032104,-13.206493333507176,20.672626890946653,15.904129597662994,35.10085930534742,124.14767532295086
6,45.9202,52667.0,0.6361,2.4896054206911495,5.60408534697637,9.364700753791519,9.364700753791519,21.081794379122947,-13.079158821915083,20.091253834714436,15.28524102622019,34.161405688256444,122.15969281156474
7,45.9198,52962.0,0.6275,2.4932594980788583,5.586101975394622,9.972741358185502,9.972741358185502,-21.116728327564996,-14.568135116867607,-20.041226988271227,15.312862651143638,35.259237075581176,123.0947478755662
8,45.9147,48918.5,0.7234,2.512187426506563,5.846360878771144,9.371860495383016,9.371860495383016,-19.43979740049452,-13.008242793890384,-19.134750571844048,14.160850356679637,32.130958171206224,122.80500162127107
9,45.9139,54634.5,0.6267,2.5111831385828305,5.660468854069959,9.025299455687568,9.025299455687568,18.17932929222184,11.905981642199526,-18.450259596259666,17.005098338050658,36.98203788373612,122.6250997895348
10,45.914,55062.5,0.66,2.5121428021649814,5.686080647897083,9.007160617960084,9.007160617960084,18.2383266585995,12.029662865945728,-18.77752364683526,17.842861515746257,37.03203269892144,121.86560311143921
11,45.9132,48586.5,0.6642,2.494793585307017,5.495215818892767,8.809298880467882,8.809298880467882,-19.62715400659332,-13.242698180249869,-19.334853254582796,19.340521462379634,44.74722539578914,117.74181899787826
12,45.9132,47297.0,0.5946,2.480204696447395,5.4390159192318945,8.694346186280743,8.694346186280743,18.235591472641758,12.074259775151532,-18.42812545048981,18.92657957543022,44.364192103169614,118.93924548842271
13,45.9117,44954.0,0.5927,2.513469655392532,5.613757833851883,8.66166044860246,8.66166044860246,17.596346149203068,11.681824127755258,-18.716997708799674,17.16986868775888,41.627676919009424,121.14431127170177
14,45.9112,46093.5,0.5383,2.4962392180175863,5.569087347332602,8.492797739398481,8.492797739398481,17.469803871071658,11.636047476948903,-18.21856218562014,17.186734825379098,41.37611151681773,117.91573950771081
15,45.9095,46812.0,0.5227,2.4568925499055196,5.340021943676029,8.958225201665277,8.958225201665277,17.9300111929341,11.604526888528774,18.188464857874994,17.600689450977075,41.70209796125539,115.10157770070214
16,45.9086,44907.5,0.6329,2.50167197907805,5.518454187590555,9.475488167119492,9.475488167119492,-20.86926933164473,-13.539371990162563,-20.834754670614547,17.946437238032207,43.532428855062875,115.41603794396647
17,45.8982,47320.5,0.6559,2.4893064787360846,5.46285198778547,9.146182158098467,9.146182158098467,19.628963093523215,12.700635615815036,-19.42858737748218,19.84605072994994,45.722598077205035,111.82757681754393
18,45.8975,42176.0,0.8469,2.4254958245291327,5.744580276789607,8.729317616661046,8.729317616661046,-18.669185619664145,-12.411051720597772,-21.038598362639004,13.021455092353246,24.98874371386944,105.30239225454717
19,45.8956,56807.5,0.7534,2.480680298506955,5.636776055942618,9.098642221686672,9.098642221686672,19.346615604009234,12.815420928798451,-19.30655633550345,17.051398931153724,36.85797617800133,112.72189039086241
20,45.8949,55458.0,0.7939,2.481835071499026,5.626328836440171,9.042004488166912,9.042004488166912,20.34766951123805,13.237062660831777,-19.57209645254301,17.383790844994813,37.34218531906517,114.5232096202713
21,19.9164,27555.0,0.6666,2.481311403827951,5.77481936026082,8.722473496235057,8.722473496235057,18.885480746479384,12.4997729998378,18.968814168573534,16.355243801801155,35.691614940260486,113.76441462452011
22,19.9171,27280.5,0.6623,2.4858701060725554,5.764191988464926,8.763305797632288,8.763305797632288,18.84617758506537,12.456503507704747,18.93681436208959,16.160120298572362,36.138995579389814,115.25128632509603
23,19.9151,26190.0,0.7476,2.4857298330430364,6.235390378420354,9.149591527670744,9.149591527670744,21.82835877243011,14.336492973608069,-21.39874398146361,14.683991997886235,33.04170913071378,106.8802702600687
24,19.9152,26130.5,0.7704,2.5034992068850914,5.877743200914735,8.399694871265469,8.399694871265469,-19.104380489867996,-13.498333722778332,-18.348749625529692,18.445950037850114,39.52112036336109,112.87566237698714
25,19.9132,25538.5,0.7511,2.4748129139955597,6.0154569223508245,8.245876197629455,8.245876197629455,17.33464728126593,11.910406671746852,-17.73877064996824,14.716508010215927,34.3448649485334,110.7666202306323
26,19.9145,27202.0,0.539,2.4579137074746638,5.626862373364146,9.164243425346374,9.164243425346374,-19.216343005273405,-12.533789928335471,18.89807202580536,16.141499510319562,38.79915847509885,100.68899851282238
27,19.9125,26857.0,0.6471,2.497086526193497,5.739947403948767,8.94593302943301,8.94593302943301,18.911139885868398,-12.654332349894643,-18.479725556470243,17.432300283077826,42.01775670012132,103.9242307268115
28,19.9135,26110.5,0.6553,2.536422436413698,6.033806031473556,9.193390759689546,9.193390759689546,18.202815059150282,12.204073296123552,-18.905772246354214,18.177928268765132,45.16718371670702,102.05326876513318
29,19.9122,27053.0,0.6702,2.4892381537881,5.881379625116243,9.69691681587887,9.69691681587887,19.552654040018204,12.507061852026954,19.227868596613657,17.591408846842242,41.135003835336235,98.25035613836432
30,19.9123,25718.0,0.8849,2.4965738472011765,6.348701296426174,9.576730753575967,9.576730753575967,-19.957876670051277,13.474095878652442,20.164437144077578,12.650906013157389,29.911514638556536,110.43477089985767
31,19.9108,25048.0,0.7688,2.4636997053325196,6.175792299709881,9.189507081443233,9.189507081443233,-19.449250340732238,12.443870922587717,18.632230694388618,11.91744966442953,28.0245953414923,107.23142518752468
32,21.8082,29908.5,0.6355,2.421948787752751,5.299452251779564,8.976786779612944,8.976786779612944,18.049320242579686,11.650984289962281,18.278946015656505,15.713161895947643,35.43419052026178,115.14698882792356
33,21.8091,29657.0,0.6849,2.4219736878125935,5.307113314792369,9.422222259037072,9.422222259037072,19.798948437228745,12.451819558030204,19.36508875816617,14.8718111181512,34.554206822956615,113.7784373228399
34,21.81,28968.5,0.6364,2.401929838173046,5.321319739647087,9.304164998243598,9.304164998243598,-21.046659447343565,12.89694608791899,-19.978266202690005,14.075918283823881,32.59806964291805,106.17738139899731
