ID,AverageMass,hu0,hu1,hu2,hu3,hu4,hu5,hu6
1,4.8566,2.673032749699046,7.010660710923964,10.229825119170078,10.229825119170078,21.8520974419012,15.126325097468941,22.082974841496014
2,4.8568,2.64519135286675,6.989123242297417,9.82375527825216,9.82375527825216,-20.681372688652797,14.374103679074928,-20.827661161584746
3,4.8654,2.6617170549640976,6.901214432306387,10.126615545799806,10.126615545799806,-21.68822345556261,-15.053662108767023,-20.861061754616667
4,4.8691,2.6794348682084874,7.465284690263932,10.078639449598567,10.078639449598567,-22.324437036123218,14.268356387937382,20.842233621005033
5,4.8689,2.6579884241321423,7.188936120329046,9.928997990122356,9.928997990122356,-22.08888008117241,-14.93256589416231,-22.112529866269558
6,4.8591,2.627257979220222,7.021759276133053,8.751888977729374,8.751888977729374,19.310026995790434,13.439931329442537,-19.587734065776015
7,4.8404,2.6278697266111846,7.131349767070624,8.860586401748584,8.860586401748584,-21.868936497745544,13.818573547668668,-19.713586510255084
8,4.8484,2.6712601355831453,6.744882370634798,8.961386460872173,8.961386460872173,19.653910939420065,13.604267322898968,-20.10801901089829
9,4.8533,2.679973481074771,7.402131000753545,8.876790270756816,8.876790270756816,20.668869029781977,14.211504097424635,-20.10692647428097
10,4.8607,2.6249576630169105,6.749951697070579,8.894767903782505,8.894767903782505,19.362254420936974,13.290925384777735,-19.519472592004657
11,5.3319,2.6629635370091718,7.5675376558950145,11.900545020184461,11.900545020184461,-21.55537998286707,14.354727734841125,-21.890680649609273
12,5.3296,2.666503813811545,8.018959482778849,11.20656630984775,11.20656630984775,-21.116014292312517,14.439118740374372,-21.11568240225542
13,5.3455,2.649171956100248,7.557995944115562,11.384592115215803,11.384592115215803,22.03907999033748,-15.083419709580077,-22.83142087332174
14,5.3238,2.659325753138509,7.8752979505374485,10.618343863421995,10.618343863421995,-22.026081253749624,15.103682954999279,21.8698617828809
15,5.3381,2.6540584824683067,6.7112342054891805,8.913942828942545,8.913942828942545,20.328105728359276,13.961845273534857,-21.402661964545324
16,5.3361,2.6513375894910682,6.70298472877791,8.846295515666101,8.846295515666101,-20.360753484491553,-14.336247559451543,21.49928533487594
17,5.3594,2.6215278323379594,6.540327995422499,8.877079625504546,8.877079625504546,-20.2144900648227,-14.046596339594368,19.9977408395343
18,5.3643,2.6012387272197457,6.909948706267705,8.728079093232745,8.728079093232745,20.73773032540852,13.918791228530855,19.812032873145515
19,7.0003,2.6837341130515897,6.976197032249644,10.280359895438323,10.280359895438323,22.079832904923826,-14.133125175038392,21.053157121253637
20,6.9895,2.6939125465275287,7.103161325617881,10.339943182790435,10.339943182790435,-21.386679492465692,14.320889644218738,-21.624013999150634
21,6.9924,2.6789136188214275,6.921265616092015,10.205284619947347,10.205284619947347,-21.320873288083146,14.770257850595591,21.288165862045307
22,6.9847,2.6886951843714813,6.928126212389886,10.270557579623468,10.270557579623468,-21.61948582390638,-15.246098083572006,22.683757260824844
23,6.983,2.685520889719043,7.1064269832153295,10.04503346970458,10.04503346970458,20.607942608410532,13.964848333047259,-20.67315674210328
24,6.9821,2.6496991142355,6.618883227881808,8.787480703388917,8.787480703388917,-22.161606832604356,14.289049527276806,19.826154294295723
25,6.9839,2.6292326376506168,6.257507679175892,8.897739449520012,8.897739449520012,20.304242867330437,13.564212617682923,19.84450574723694
26,6.9841,2.6212604796181065,6.499286207382771,8.659307606679475,8.659307606679475,19.93947426754419,13.527551911127606,19.766725450872173
27,6.9815,2.6296806068996608,6.176155355750571,9.106937147075445,9.106937147075445,20.178896078127764,13.48349911340546,20.514913703862856
28,5.8793,2.59985672713338,7.871372536189189,10.401101957799861,10.401101957799861,20.505781656237012,14.133136567986153,21.10731763023253
29,5.8731,2.608833566445804,7.226335518100136,9.833297057134136,9.833297057134136,20.956890687437202,-14.381471989883112,-20.536777575206614
