ID,AverageMass,hu0,hu1,hu2,hu3,hu4,hu5,hu6
21,10.2444,3.077730237940919,8.909259693417228,11.944053848909922,11.944053848909922,25.357529091163563,17.910822589926887,25.327581896084716
22,10.2427,2.4890047684135777,7.233462442753135,9.826463702966441,9.826463702966441,20.5281788726177,14.155822040432358,20.188483408371596
23,10.2425,2.388341823613972,6.587880790704925,9.249014564645176,9.249014564645176,20.887120131492466,14.292015463291788,21.358331371573353
24,10.1629,2.400868250171342,6.743718730854538,9.251103188040542,9.251103188040542,20.691517238982154,-14.064053690770265,20.549991717634366
25,10.1636,2.509001268454603,7.052719875482602,10.086986466727407,10.086986466727407,-21.384699626865082,14.889579479601515,-21.744515257973514
26,9.7124,2.4343541541237146,6.472751049642323,9.313716112405984,9.313716112405984,20.27407298097488,-13.402035612958075,-19.948710180499294
27,9.7125,2.4876838023956904,6.949047167855594,9.528729636726231,9.528729636726231,-20.222433127743503,13.750191974395136,20.032116994369925
28,9.8781,2.4709297183279206,6.840833420498153,9.84137805297207,9.84137805297207,21.649327442109048,14.0293941551437,20.839279872741347
29,9.8802,2.3528956576905204,6.5974526051270574,8.935521597223284,8.935521597223284,-19.517577409607313,13.473933157772088,-19.423625440756833
30,9.9806,2.4437473392311237,6.662325106570467,9.591397214173286,9.591397214173286,-20.946851333071454,14.372379468464361,21.265158096460205
32,9.1594,2.3790609537765928,6.044345415838707,9.081660249468746,9.081660249468746,18.92065327754397,12.792212179474475,19.147714870935413
33,9.1617,2.4516102126725454,6.6289971202098625,9.356714950684605,9.356714950684605,-19.79472804827869,-14.143176955533727,20.19272832532596
34,10.8762,2.4616842179341636,6.7146685417881375,9.168489750779385,9.168489750779385,19.930412503213393,13.76747039555777,20.6134380877045
35,10.8735,2.4730792320373287,6.599229405117525,9.026800307161983,9.026800307161983,19.446150848393913,13.274028499461128,19.681534644746577
36,10.8766,2.3465258044239903,6.062249675128022,8.948820889892582,8.948820889892582,19.145022575618473,-12.765871181289436,19.35081452402473
37,9.9834,2.450314275390652,6.601286587648169,9.143783090660444,9.143783090660444,20.471906917303365,13.413584567069384,19.73791506302165
38,9.9846,2.3589266344342494,6.4654152247016485,9.191392398475644,9.191392398475644,-20.413917728967295,13.450551239938443,19.94457983785585
39,9.9304,2.4132422059827925,6.594660306863237,9.17906393404242,9.17906393404242,20.71070026404527,14.499752853859643,-20.805360358253516
40,9.9257,2.360587752952117,6.6213940155199476,8.906227304592928,8.906227304592928,21.455013265601515,-14.53956130609091,21.323509968484583
